cle_obs,code_departement,nom_departement,annee_ref,type_info_geo
1096690,974,"La Réunion",2017,Rattachement
1096691,974,"La Réunion",2017,Rattachement
1096692,974,"La Réunion",2017,Rattachement
1096693,974,"La Réunion",2017,Rattachement
1096694,974,"La Réunion",2017,Rattachement
1096695,974,"La Réunion",2017,Rattachement
1096696,974,"La Réunion",2017,Rattachement
1096697,974,"La Réunion",2017,Rattachement
1096698,974,"La Réunion",2017,Rattachement
1096699,974,"La Réunion",2017,Rattachement
1096700,974,"La Réunion",2017,Rattachement
1096701,974,"La Réunion",2017,Rattachement
1096702,974,"La Réunion",2017,Rattachement
1096703,974,"La Réunion",2017,Rattachement
1096704,974,"La Réunion",2017,Rattachement
1096705,974,"La Réunion",2017,Rattachement
1096706,974,"La Réunion",2017,Rattachement
1096707,974,"La Réunion",2017,Rattachement
1096708,974,"La Réunion",2017,Rattachement
1096709,974,"La Réunion",2017,Rattachement
1096710,974,"La Réunion",2017,Rattachement
1096711,974,"La Réunion",2017,Rattachement
1096712,974,"La Réunion",2017,Rattachement
1096713,974,"La Réunion",2017,Rattachement
1096714,974,"La Réunion",2017,Rattachement
1096715,974,"La Réunion",2017,Rattachement
1096716,974,"La Réunion",2017,Rattachement
1096717,974,"La Réunion",2017,Rattachement
1096718,974,"La Réunion",2017,Rattachement
1096719,974,"La Réunion",2017,Rattachement
1096720,974,"La Réunion",2017,Rattachement
1096721,974,"La Réunion",2017,Rattachement
1096722,974,"La Réunion",2017,Rattachement
1096723,974,"La Réunion",2017,Rattachement
1096724,974,"La Réunion",2017,Rattachement
1096725,974,"La Réunion",2017,Rattachement
1096726,974,"La Réunion",2017,Rattachement
1096727,974,"La Réunion",2017,Rattachement
1096728,974,"La Réunion",2017,Rattachement
1096729,974,"La Réunion",2017,Rattachement
1096730,974,"La Réunion",2017,Rattachement
1096731,974,"La Réunion",2017,Rattachement
1096732,974,"La Réunion",2017,Rattachement
1096733,974,"La Réunion",2017,Rattachement
1096734,974,"La Réunion",2017,Rattachement
1096735,974,"La Réunion",2017,Rattachement
1096736,974,"La Réunion",2017,Rattachement
1096737,974,"La Réunion",2017,Rattachement
1096738,974,"La Réunion",2017,Rattachement
1096739,974,"La Réunion",2017,Rattachement
1096740,974,"La Réunion",2017,Rattachement
1096741,974,"La Réunion",2017,Rattachement
1096742,974,"La Réunion",2017,Rattachement
1096743,974,"La Réunion",2017,Rattachement
1096744,974,"La Réunion",2017,Rattachement
1096745,974,"La Réunion",2017,Rattachement
1096746,974,"La Réunion",2017,Rattachement
1096747,974,"La Réunion",2017,Rattachement
1096748,974,"La Réunion",2017,Rattachement
1096749,974,"La Réunion",2017,Rattachement
1096750,974,"La Réunion",2017,Rattachement
1096751,974,"La Réunion",2017,Rattachement
1096752,974,"La Réunion",2017,Rattachement
1096753,974,"La Réunion",2017,Rattachement
1096754,974,"La Réunion",2017,Rattachement
1096755,974,"La Réunion",2017,Rattachement
1096756,974,"La Réunion",2017,Rattachement
1096757,974,"La Réunion",2017,Rattachement
1096758,974,"La Réunion",2017,Rattachement
1096759,974,"La Réunion",2017,Rattachement
1096760,974,"La Réunion",2017,Rattachement
1096761,974,"La Réunion",2017,Rattachement
1096762,974,"La Réunion",2017,Rattachement
1096763,974,"La Réunion",2017,Rattachement
1096764,974,"La Réunion",2017,Rattachement
1096765,974,"La Réunion",2017,Rattachement
1096766,974,"La Réunion",2017,Rattachement
1096767,974,"La Réunion",2017,Rattachement
1096768,974,"La Réunion",2017,Rattachement
1096769,974,"La Réunion",2017,Rattachement
1096770,974,"La Réunion",2017,Rattachement
1096771,974,"La Réunion",2017,Rattachement
1096772,974,"La Réunion",2017,Rattachement
1096773,974,"La Réunion",2017,Rattachement
1096774,974,"La Réunion",2017,Rattachement
1096775,974,"La Réunion",2017,Rattachement
1096776,974,"La Réunion",2017,Rattachement
1096777,974,"La Réunion",2017,Rattachement
1096778,974,"La Réunion",2017,Rattachement
1096779,974,"La Réunion",2017,Rattachement
1096780,974,"La Réunion",2017,Rattachement
1096781,974,"La Réunion",2017,Rattachement
1096782,974,"La Réunion",2017,Rattachement
1096783,974,"La Réunion",2017,Rattachement
1096784,974,"La Réunion",2017,Rattachement
1096785,974,"La Réunion",2017,Rattachement
1096786,974,"La Réunion",2017,Rattachement
1096787,974,"La Réunion",2017,Rattachement
1096788,974,"La Réunion",2017,Rattachement
1096789,974,"La Réunion",2017,Rattachement
1096790,974,"La Réunion",2017,Rattachement
1096791,974,"La Réunion",2017,Rattachement
1096792,974,"La Réunion",2017,Rattachement
1096793,974,"La Réunion",2017,Rattachement
1096794,974,"La Réunion",2017,Rattachement
1096795,974,"La Réunion",2017,Rattachement
1096796,974,"La Réunion",2017,Rattachement
1096797,974,"La Réunion",2017,Rattachement
1096798,974,"La Réunion",2017,Rattachement
1096799,974,"La Réunion",2017,Rattachement
1096800,974,"La Réunion",2017,Rattachement
1096801,974,"La Réunion",2017,Rattachement
1096802,974,"La Réunion",2017,Rattachement
1096803,974,"La Réunion",2017,Rattachement
1096804,974,"La Réunion",2017,Rattachement
1096805,974,"La Réunion",2017,Rattachement
1096806,974,"La Réunion",2017,Rattachement
1096807,974,"La Réunion",2017,Rattachement
1096808,974,"La Réunion",2017,Rattachement
1096809,974,"La Réunion",2017,Rattachement
1096810,974,"La Réunion",2017,Rattachement
1096811,974,"La Réunion",2017,Rattachement
1096812,974,"La Réunion",2017,Rattachement
1096813,974,"La Réunion",2017,Rattachement
1096814,974,"La Réunion",2017,Rattachement
1096815,974,"La Réunion",2017,Rattachement
1096816,974,"La Réunion",2017,Rattachement
1096817,974,"La Réunion",2017,Rattachement
1096818,974,"La Réunion",2017,Rattachement
1096819,974,"La Réunion",2017,Rattachement
1096820,974,"La Réunion",2017,Rattachement
1096821,974,"La Réunion",2017,Rattachement
1096822,974,"La Réunion",2017,Rattachement
1096823,974,"La Réunion",2017,Rattachement
1096824,974,"La Réunion",2017,Rattachement
1096825,974,"La Réunion",2017,Rattachement
1096826,974,"La Réunion",2017,Rattachement
1096827,974,"La Réunion",2017,Rattachement
1096828,974,"La Réunion",2017,Rattachement
1096829,974,"La Réunion",2017,Rattachement
1096830,974,"La Réunion",2017,Rattachement
1096831,974,"La Réunion",2017,Rattachement
1096832,974,"La Réunion",2017,Rattachement
1096833,974,"La Réunion",2017,Rattachement
1096834,974,"La Réunion",2017,Rattachement
1096835,974,"La Réunion",2017,Rattachement
1096836,974,"La Réunion",2017,Rattachement
1096837,974,"La Réunion",2017,Rattachement
1096838,974,"La Réunion",2017,Rattachement
1096839,974,"La Réunion",2017,Rattachement
1096840,974,"La Réunion",2017,Rattachement
1096841,974,"La Réunion",2017,Rattachement
1096842,974,"La Réunion",2017,Rattachement
1096843,974,"La Réunion",2017,Rattachement
1096844,974,"La Réunion",2017,Rattachement
1096845,974,"La Réunion",2017,Rattachement
1096846,974,"La Réunion",2017,Rattachement
1096847,974,"La Réunion",2017,Rattachement
1096848,974,"La Réunion",2017,Rattachement
1096849,974,"La Réunion",2017,Rattachement
1096850,974,"La Réunion",2017,Rattachement
1096851,974,"La Réunion",2017,Rattachement
1096852,974,"La Réunion",2017,Rattachement
1096853,974,"La Réunion",2017,Rattachement
1096854,974,"La Réunion",2017,Rattachement
1096855,974,"La Réunion",2017,Rattachement
1096856,974,"La Réunion",2017,Rattachement
1096857,974,"La Réunion",2017,Rattachement
1096858,974,"La Réunion",2017,Rattachement
1096859,974,"La Réunion",2017,Rattachement
1096860,974,"La Réunion",2017,Rattachement
1096861,974,"La Réunion",2017,Rattachement
1096862,974,"La Réunion",2017,Rattachement
1096863,974,"La Réunion",2017,Rattachement
1096864,974,"La Réunion",2017,Rattachement
1096865,974,"La Réunion",2017,Rattachement
1096866,974,"La Réunion",2017,Rattachement
1096867,974,"La Réunion",2017,Rattachement
1096868,974,"La Réunion",2017,Rattachement
1096869,974,"La Réunion",2017,Rattachement
1096870,974,"La Réunion",2017,Rattachement
1096871,974,"La Réunion",2017,Rattachement
1096872,974,"La Réunion",2017,Rattachement
1096873,974,"La Réunion",2017,Rattachement
1096874,974,"La Réunion",2017,Rattachement
1096875,974,"La Réunion",2017,Rattachement
1096876,974,"La Réunion",2017,Rattachement
1096877,974,"La Réunion",2017,Rattachement
1096878,974,"La Réunion",2017,Rattachement
1096879,974,"La Réunion",2017,Rattachement
1096880,974,"La Réunion",2017,Rattachement
1096881,974,"La Réunion",2017,Rattachement
1096882,974,"La Réunion",2017,Rattachement
1096883,974,"La Réunion",2017,Rattachement
1096884,974,"La Réunion",2017,Rattachement
1096885,974,"La Réunion",2017,Rattachement
1096886,974,"La Réunion",2017,Rattachement
1096887,974,"La Réunion",2017,Rattachement
1096888,974,"La Réunion",2017,Rattachement
1096889,974,"La Réunion",2017,Rattachement
1096890,974,"La Réunion",2017,Rattachement
1096891,974,"La Réunion",2017,Rattachement
1096892,974,"La Réunion",2017,Rattachement
1096893,974,"La Réunion",2017,Rattachement
1096894,974,"La Réunion",2017,Rattachement
1096895,974,"La Réunion",2017,Rattachement
1096896,974,"La Réunion",2017,Rattachement
1096897,974,"La Réunion",2017,Rattachement
1096898,974,"La Réunion",2017,Rattachement
1096899,974,"La Réunion",2017,Rattachement
1096900,974,"La Réunion",2017,Rattachement
1096901,974,"La Réunion",2017,Rattachement
1096902,974,"La Réunion",2017,Rattachement
1096903,974,"La Réunion",2017,Rattachement
1096904,974,"La Réunion",2017,Rattachement
1096905,974,"La Réunion",2017,Rattachement
1096906,974,"La Réunion",2017,Rattachement
1096907,974,"La Réunion",2017,Rattachement
1096908,974,"La Réunion",2017,Rattachement
1096909,974,"La Réunion",2017,Rattachement
1096910,974,"La Réunion",2017,Rattachement
1096911,974,"La Réunion",2017,Rattachement
1096912,974,"La Réunion",2017,Rattachement
1096913,974,"La Réunion",2017,Rattachement
1096914,974,"La Réunion",2017,Rattachement
1096915,974,"La Réunion",2017,Rattachement
1096916,974,"La Réunion",2017,Rattachement
1096917,974,"La Réunion",2017,Rattachement
1096918,974,"La Réunion",2017,Rattachement
1096919,974,"La Réunion",2017,Rattachement
1096920,974,"La Réunion",2017,Rattachement
1096921,974,"La Réunion",2017,Rattachement
1096922,974,"La Réunion",2017,Rattachement
1096923,974,"La Réunion",2017,Rattachement
1096924,974,"La Réunion",2017,Rattachement
1096925,974,"La Réunion",2017,Rattachement
1096926,974,"La Réunion",2017,Rattachement
1096927,974,"La Réunion",2017,Rattachement
1096928,974,"La Réunion",2017,Rattachement
1096929,974,"La Réunion",2017,Rattachement
1096930,974,"La Réunion",2017,Rattachement
1096931,974,"La Réunion",2017,Rattachement
1096932,974,"La Réunion",2017,Rattachement
1096933,974,"La Réunion",2017,Rattachement
1096934,974,"La Réunion",2017,Rattachement
1096935,974,"La Réunion",2017,Rattachement
1096936,974,"La Réunion",2017,Rattachement
1096937,974,"La Réunion",2017,Rattachement
1096938,974,"La Réunion",2017,Rattachement
1096939,974,"La Réunion",2017,Rattachement
1096940,974,"La Réunion",2017,Rattachement
1096941,974,"La Réunion",2017,Rattachement
1096942,974,"La Réunion",2017,Rattachement
1096943,974,"La Réunion",2017,Rattachement
1096944,974,"La Réunion",2017,Rattachement
1096945,974,"La Réunion",2017,Rattachement
1096946,974,"La Réunion",2017,Rattachement
1096947,974,"La Réunion",2017,Rattachement
1096948,974,"La Réunion",2017,Rattachement
1096949,974,"La Réunion",2017,Rattachement
1096950,974,"La Réunion",2017,Rattachement
1096951,974,"La Réunion",2017,Rattachement
1096952,974,"La Réunion",2017,Rattachement
1096953,974,"La Réunion",2017,Rattachement
1096954,974,"La Réunion",2017,Rattachement
1096955,974,"La Réunion",2017,Rattachement
1096956,974,"La Réunion",2017,Rattachement
1096957,974,"La Réunion",2017,Rattachement
1096958,974,"La Réunion",2017,Rattachement
1096959,974,"La Réunion",2017,Rattachement
1096960,974,"La Réunion",2017,Rattachement
1096961,974,"La Réunion",2017,Rattachement
1096962,974,"La Réunion",2017,Rattachement
1096963,974,"La Réunion",2017,Rattachement
1096964,974,"La Réunion",2017,Rattachement
1096965,974,"La Réunion",2017,Rattachement
1096966,974,"La Réunion",2017,Rattachement
1096967,974,"La Réunion",2017,Rattachement
1096968,974,"La Réunion",2017,Rattachement
1096969,974,"La Réunion",2017,Rattachement
1096970,974,"La Réunion",2017,Rattachement
1096971,974,"La Réunion",2017,Rattachement
1096972,974,"La Réunion",2017,Rattachement
1096973,974,"La Réunion",2017,Rattachement
1096974,974,"La Réunion",2017,Rattachement
1096975,974,"La Réunion",2017,Rattachement
1096976,974,"La Réunion",2017,Rattachement
1096977,974,"La Réunion",2017,Rattachement
1096978,974,"La Réunion",2017,Rattachement
1096979,974,"La Réunion",2017,Rattachement
1096980,974,"La Réunion",2017,Rattachement
1096981,974,"La Réunion",2017,Rattachement
1096982,974,"La Réunion",2017,Rattachement
1096983,974,"La Réunion",2017,Rattachement
1096984,974,"La Réunion",2017,Rattachement
1096985,974,"La Réunion",2017,Rattachement
1096986,974,"La Réunion",2017,Rattachement
1096987,974,"La Réunion",2017,Rattachement
1096988,974,"La Réunion",2017,Rattachement
1096989,974,"La Réunion",2017,Rattachement
1096990,974,"La Réunion",2017,Rattachement
1096991,974,"La Réunion",2017,Rattachement
1096992,974,"La Réunion",2017,Rattachement
1096993,974,"La Réunion",2017,Rattachement
1096994,974,"La Réunion",2017,Rattachement
1096995,974,"La Réunion",2017,Rattachement
1096996,974,"La Réunion",2017,Rattachement
1096997,974,"La Réunion",2017,Rattachement
1096998,974,"La Réunion",2017,Rattachement
1096999,974,"La Réunion",2017,Rattachement
1097000,974,"La Réunion",2017,Rattachement
1097001,974,"La Réunion",2017,Rattachement
1097002,974,"La Réunion",2017,Rattachement
1097003,974,"La Réunion",2017,Rattachement
1097004,974,"La Réunion",2017,Rattachement
1097005,974,"La Réunion",2017,Rattachement
1097006,974,"La Réunion",2017,Rattachement
1097007,974,"La Réunion",2017,Rattachement
1097008,974,"La Réunion",2017,Rattachement
1097009,974,"La Réunion",2017,Rattachement
1097010,974,"La Réunion",2017,Rattachement
1097011,974,"La Réunion",2017,Rattachement
1097012,974,"La Réunion",2017,Rattachement
1097013,974,"La Réunion",2017,Rattachement
1097014,974,"La Réunion",2017,Rattachement
1097015,974,"La Réunion",2017,Rattachement
1097016,974,"La Réunion",2017,Rattachement
1097017,974,"La Réunion",2017,Rattachement
1097018,974,"La Réunion",2017,Rattachement
1097019,974,"La Réunion",2017,Rattachement
1097020,974,"La Réunion",2017,Rattachement
1097021,974,"La Réunion",2017,Rattachement
1097022,974,"La Réunion",2017,Rattachement
1097023,974,"La Réunion",2017,Rattachement
1097024,974,"La Réunion",2017,Rattachement
1097025,974,"La Réunion",2017,Rattachement
1097026,974,"La Réunion",2017,Rattachement
1097027,974,"La Réunion",2017,Rattachement
1097028,974,"La Réunion",2017,Rattachement
1097029,974,"La Réunion",2017,Rattachement
1097030,974,"La Réunion",2017,Rattachement
1097031,974,"La Réunion",2017,Rattachement
1097032,974,"La Réunion",2017,Rattachement
1097033,974,"La Réunion",2017,Rattachement
1097034,974,"La Réunion",2017,Rattachement
1097035,974,"La Réunion",2017,Rattachement
1097036,974,"La Réunion",2017,Rattachement
1097037,974,"La Réunion",2017,Rattachement
1097038,974,"La Réunion",2017,Rattachement
1097039,974,"La Réunion",2017,Rattachement
1097040,974,"La Réunion",2017,Rattachement
1097041,974,"La Réunion",2017,Rattachement
1097042,974,"La Réunion",2017,Rattachement
1097043,974,"La Réunion",2017,Rattachement
1097044,974,"La Réunion",2017,Rattachement
1097045,974,"La Réunion",2017,Rattachement
1097046,974,"La Réunion",2017,Rattachement
1097047,974,"La Réunion",2017,Rattachement
1097048,974,"La Réunion",2017,Rattachement
1097049,974,"La Réunion",2017,Rattachement
1097050,974,"La Réunion",2017,Rattachement
1097051,974,"La Réunion",2017,Rattachement
1097052,974,"La Réunion",2017,Rattachement
1097053,974,"La Réunion",2017,Rattachement
1097054,974,"La Réunion",2017,Rattachement
1097055,974,"La Réunion",2017,Rattachement
1097056,974,"La Réunion",2017,Rattachement
1097057,974,"La Réunion",2017,Rattachement
1097058,974,"La Réunion",2017,Rattachement
1097059,974,"La Réunion",2017,Rattachement
1097060,974,"La Réunion",2017,Rattachement
1097061,974,"La Réunion",2017,Rattachement
1097062,974,"La Réunion",2017,Rattachement
1097063,974,"La Réunion",2017,Rattachement
1097064,974,"La Réunion",2017,Rattachement
1097065,974,"La Réunion",2017,Rattachement
1097066,974,"La Réunion",2017,Rattachement
1097067,974,"La Réunion",2017,Rattachement
1097068,974,"La Réunion",2017,Rattachement
1097069,974,"La Réunion",2017,Rattachement
1097070,974,"La Réunion",2017,Rattachement
1097071,974,"La Réunion",2017,Rattachement
1097072,974,"La Réunion",2017,Rattachement
1097073,974,"La Réunion",2017,Rattachement
1097074,974,"La Réunion",2017,Rattachement
1097075,974,"La Réunion",2017,Rattachement
1097076,974,"La Réunion",2017,Rattachement
1097077,974,"La Réunion",2017,Rattachement
1097078,974,"La Réunion",2017,Rattachement
1097079,974,"La Réunion",2017,Rattachement
1097080,974,"La Réunion",2017,Rattachement
1097081,974,"La Réunion",2017,Rattachement
1097082,974,"La Réunion",2017,Rattachement
1097083,974,"La Réunion",2017,Rattachement
1097084,974,"La Réunion",2017,Rattachement
1097085,974,"La Réunion",2017,Rattachement
1097086,974,"La Réunion",2017,Rattachement
1097087,974,"La Réunion",2017,Rattachement
1097088,974,"La Réunion",2017,Rattachement
1097089,974,"La Réunion",2017,Rattachement
1097090,974,"La Réunion",2017,Rattachement
1097091,974,"La Réunion",2017,Rattachement
1097092,974,"La Réunion",2017,Rattachement
1097093,974,"La Réunion",2017,Rattachement
1097094,974,"La Réunion",2017,Rattachement
1097095,974,"La Réunion",2017,Rattachement
1097096,974,"La Réunion",2017,Rattachement
1097097,974,"La Réunion",2017,Rattachement
1097098,974,"La Réunion",2017,Rattachement
1097099,974,"La Réunion",2017,Rattachement
1097100,974,"La Réunion",2017,Rattachement
1097101,974,"La Réunion",2017,Rattachement
1097102,974,"La Réunion",2017,Rattachement
1097103,974,"La Réunion",2017,Rattachement
1097104,974,"La Réunion",2017,Rattachement
1097105,974,"La Réunion",2017,Rattachement
1097106,974,"La Réunion",2017,Rattachement
1097107,974,"La Réunion",2017,Rattachement
1097108,974,"La Réunion",2017,Rattachement
1097109,974,"La Réunion",2017,Rattachement
1097110,974,"La Réunion",2017,Rattachement
1097111,974,"La Réunion",2017,Rattachement
1097112,974,"La Réunion",2017,Rattachement
1097113,974,"La Réunion",2017,Rattachement
1097114,974,"La Réunion",2017,Rattachement
1097115,974,"La Réunion",2017,Rattachement
1097116,974,"La Réunion",2017,Rattachement
1097117,974,"La Réunion",2017,Rattachement
1097118,974,"La Réunion",2017,Rattachement
1097119,974,"La Réunion",2017,Rattachement
1097120,974,"La Réunion",2017,Rattachement
1097121,974,"La Réunion",2017,Rattachement
1097122,974,"La Réunion",2017,Rattachement
1097123,974,"La Réunion",2017,Rattachement
1097124,974,"La Réunion",2017,Rattachement
1097125,974,"La Réunion",2017,Rattachement
1097126,974,"La Réunion",2017,Rattachement
1097127,974,"La Réunion",2017,Rattachement
1097128,974,"La Réunion",2017,Rattachement
1097129,974,"La Réunion",2017,Rattachement
1097130,974,"La Réunion",2017,Rattachement
1097131,974,"La Réunion",2017,Rattachement
1097132,974,"La Réunion",2017,Rattachement
1097133,974,"La Réunion",2017,Rattachement
1097134,974,"La Réunion",2017,Rattachement
1097135,974,"La Réunion",2017,Rattachement
1097136,974,"La Réunion",2017,Rattachement
1097137,974,"La Réunion",2017,Rattachement
1097138,974,"La Réunion",2017,Rattachement
1097139,974,"La Réunion",2017,Rattachement
1097140,974,"La Réunion",2017,Rattachement
1097141,974,"La Réunion",2017,Rattachement
1097142,974,"La Réunion",2017,Rattachement
1097143,974,"La Réunion",2017,Rattachement
1097144,974,"La Réunion",2017,Rattachement
1097145,974,"La Réunion",2017,Rattachement
1097146,974,"La Réunion",2017,Rattachement
1097147,974,"La Réunion",2017,Rattachement
1097148,974,"La Réunion",2017,Rattachement
1097149,974,"La Réunion",2017,Rattachement
1097150,974,"La Réunion",2017,Rattachement
1097151,974,"La Réunion",2017,Rattachement
1097152,974,"La Réunion",2017,Rattachement
1097153,974,"La Réunion",2017,Rattachement
1097154,974,"La Réunion",2017,Rattachement
1097155,974,"La Réunion",2017,Rattachement
1097156,974,"La Réunion",2017,Rattachement
1097157,974,"La Réunion",2017,Rattachement
1097158,974,"La Réunion",2017,Rattachement
1097159,974,"La Réunion",2017,Rattachement
1097160,974,"La Réunion",2017,Rattachement
1097161,974,"La Réunion",2017,Rattachement
1097162,974,"La Réunion",2017,Rattachement
1097163,974,"La Réunion",2017,Rattachement
1097164,974,"La Réunion",2017,Rattachement
1097165,974,"La Réunion",2017,Rattachement
1097166,974,"La Réunion",2017,Rattachement
1097167,974,"La Réunion",2017,Rattachement
1097168,974,"La Réunion",2017,Rattachement
1097169,974,"La Réunion",2017,Rattachement
1097170,974,"La Réunion",2017,Rattachement
1097171,974,"La Réunion",2017,Rattachement
1097172,974,"La Réunion",2017,Rattachement
1097173,974,"La Réunion",2017,Rattachement
1097174,974,"La Réunion",2017,Rattachement
1097175,974,"La Réunion",2017,Rattachement
1097176,974,"La Réunion",2017,Rattachement
1097177,974,"La Réunion",2017,Rattachement
1097178,974,"La Réunion",2017,Rattachement
1097179,974,"La Réunion",2017,Rattachement
1097180,974,"La Réunion",2017,Rattachement
1097181,974,"La Réunion",2017,Rattachement
1097182,974,"La Réunion",2017,Rattachement
1097183,974,"La Réunion",2017,Rattachement
1097184,974,"La Réunion",2017,Rattachement
1097185,974,"La Réunion",2017,Rattachement
1097186,974,"La Réunion",2017,Rattachement
1097187,974,"La Réunion",2017,Rattachement
1097188,974,"La Réunion",2017,Rattachement
1097189,974,"La Réunion",2017,Rattachement
1097190,974,"La Réunion",2017,Rattachement
1097191,974,"La Réunion",2017,Rattachement
1097192,974,"La Réunion",2017,Rattachement
1097193,974,"La Réunion",2017,Rattachement
1097194,974,"La Réunion",2017,Rattachement
1097195,974,"La Réunion",2017,Rattachement
1097196,974,"La Réunion",2017,Rattachement
1097197,974,"La Réunion",2017,Rattachement
1097198,974,"La Réunion",2017,Rattachement
1097199,974,"La Réunion",2017,Rattachement
1097200,974,"La Réunion",2017,Rattachement
1097201,974,"La Réunion",2017,Rattachement
1097202,974,"La Réunion",2017,Rattachement
1097203,974,"La Réunion",2017,Rattachement
1097204,974,"La Réunion",2017,Rattachement
1097205,974,"La Réunion",2017,Rattachement
1097206,974,"La Réunion",2017,Rattachement
1097207,974,"La Réunion",2017,Rattachement
1097208,974,"La Réunion",2017,Rattachement
1097209,974,"La Réunion",2017,Rattachement
1097210,974,"La Réunion",2017,Rattachement
1097211,974,"La Réunion",2017,Rattachement
1097212,974,"La Réunion",2017,Rattachement
1097213,974,"La Réunion",2017,Rattachement
1097214,974,"La Réunion",2017,Rattachement
1097215,974,"La Réunion",2017,Rattachement
1097216,974,"La Réunion",2017,Rattachement
1097217,974,"La Réunion",2017,Rattachement
1097218,974,"La Réunion",2017,Rattachement
1097219,974,"La Réunion",2017,Rattachement
1097220,974,"La Réunion",2017,Rattachement
1097221,974,"La Réunion",2017,Rattachement
1097222,974,"La Réunion",2017,Rattachement
1097223,974,"La Réunion",2017,Rattachement
1097224,974,"La Réunion",2017,Rattachement
1097225,974,"La Réunion",2017,Rattachement
1097226,974,"La Réunion",2017,Rattachement
1097227,974,"La Réunion",2017,Rattachement
1097228,974,"La Réunion",2017,Rattachement
1097229,974,"La Réunion",2017,Rattachement
1097230,974,"La Réunion",2017,Rattachement
1097231,974,"La Réunion",2017,Rattachement
1097232,974,"La Réunion",2017,Rattachement
1097233,974,"La Réunion",2017,Rattachement
1097234,974,"La Réunion",2017,Rattachement
1097235,974,"La Réunion",2017,Rattachement
1097236,974,"La Réunion",2017,Rattachement
1097237,974,"La Réunion",2017,Rattachement
1097238,974,"La Réunion",2017,Rattachement
1097239,974,"La Réunion",2017,Rattachement
1097240,974,"La Réunion",2017,Rattachement
1097241,974,"La Réunion",2017,Rattachement
1097242,974,"La Réunion",2017,Rattachement
1097243,974,"La Réunion",2017,Rattachement
1097244,974,"La Réunion",2017,Rattachement
1097245,974,"La Réunion",2017,Rattachement
1097246,974,"La Réunion",2017,Rattachement
1097247,974,"La Réunion",2017,Rattachement
1097248,974,"La Réunion",2017,Rattachement
1097249,974,"La Réunion",2017,Rattachement
1097250,974,"La Réunion",2017,Rattachement
1097251,974,"La Réunion",2017,Rattachement
1097252,974,"La Réunion",2017,Rattachement
1097253,974,"La Réunion",2017,Rattachement
1097254,974,"La Réunion",2017,Rattachement
1097255,974,"La Réunion",2017,Rattachement
1097256,974,"La Réunion",2017,Rattachement
1097257,974,"La Réunion",2017,Rattachement
1097258,974,"La Réunion",2017,Rattachement
1097259,974,"La Réunion",2017,Rattachement
1097260,974,"La Réunion",2017,Rattachement
1097261,974,"La Réunion",2017,Rattachement
1097262,974,"La Réunion",2017,Rattachement
1097263,974,"La Réunion",2017,Rattachement
1097264,974,"La Réunion",2017,Rattachement
1097265,974,"La Réunion",2017,Rattachement
1097266,974,"La Réunion",2017,Rattachement
1097267,974,"La Réunion",2017,Rattachement
1097268,974,"La Réunion",2017,Rattachement
1097269,974,"La Réunion",2017,Rattachement
1097270,974,"La Réunion",2017,Rattachement
1097271,974,"La Réunion",2017,Rattachement
1097272,974,"La Réunion",2017,Rattachement
1097273,974,"La Réunion",2017,Rattachement
1097274,974,"La Réunion",2017,Rattachement
1097275,974,"La Réunion",2017,Rattachement
1097276,974,"La Réunion",2017,Rattachement
1097277,974,"La Réunion",2017,Rattachement
1097278,974,"La Réunion",2017,Rattachement
1097279,974,"La Réunion",2017,Rattachement
1097280,974,"La Réunion",2017,Rattachement
1097281,974,"La Réunion",2017,Rattachement
1097282,974,"La Réunion",2017,Rattachement
1097283,974,"La Réunion",2017,Rattachement
1097284,974,"La Réunion",2017,Rattachement
1097285,974,"La Réunion",2017,Rattachement
1097286,974,"La Réunion",2017,Rattachement
1097287,974,"La Réunion",2017,Rattachement
1097288,974,"La Réunion",2017,Rattachement
1097289,974,"La Réunion",2017,Rattachement
1097290,974,"La Réunion",2017,Rattachement
1097291,974,"La Réunion",2017,Rattachement
1097292,974,"La Réunion",2017,Rattachement
1097293,974,"La Réunion",2017,Rattachement
1097294,974,"La Réunion",2017,Rattachement
1097295,974,"La Réunion",2017,Rattachement
1097296,974,"La Réunion",2017,Rattachement
1097297,974,"La Réunion",2017,Rattachement
1097298,974,"La Réunion",2017,Rattachement
1097299,974,"La Réunion",2017,Rattachement
1097300,974,"La Réunion",2017,Rattachement
1097301,974,"La Réunion",2017,Rattachement
1097302,974,"La Réunion",2017,Rattachement
1097303,974,"La Réunion",2017,Rattachement
1097304,974,"La Réunion",2017,Rattachement
1097305,974,"La Réunion",2017,Rattachement
1097306,974,"La Réunion",2017,Rattachement
1097307,974,"La Réunion",2017,Rattachement
1097308,974,"La Réunion",2017,Rattachement
1097309,974,"La Réunion",2017,Rattachement
1097310,974,"La Réunion",2017,Rattachement
1097311,974,"La Réunion",2017,Rattachement
1097312,974,"La Réunion",2017,Rattachement
1097313,974,"La Réunion",2017,Rattachement
1097314,974,"La Réunion",2017,Rattachement
1097315,974,"La Réunion",2017,Rattachement
1097316,974,"La Réunion",2017,Rattachement
1097317,974,"La Réunion",2017,Rattachement
1097318,974,"La Réunion",2017,Rattachement
1097319,974,"La Réunion",2017,Rattachement
1097320,974,"La Réunion",2017,Rattachement
1097321,974,"La Réunion",2017,Rattachement
1097322,974,"La Réunion",2017,Rattachement
1097323,974,"La Réunion",2017,Rattachement
1097324,974,"La Réunion",2017,Rattachement
