cle_obs,nom,definition,valeur,unite,thematique,type
1185308,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183919,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177905,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183701,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095108,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187508,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191000,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183259,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197646,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188822,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186486,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188103,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187557,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190381,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186789,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195668,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181387,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180046,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198465,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191128,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196602,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094642,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177634,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192640,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185247,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179033,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186768,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186373,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181013,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177853,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190593,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192356,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187760,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095881,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184772,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181099,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096286,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180034,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189584,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185033,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189672,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192615,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180750,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095970,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191410,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096030,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097122,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189266,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197487,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177482,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183110,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183346,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096509,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177932,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095968,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179564,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188906,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188948,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195540,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196804,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094081,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096842,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195327,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180990,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180405,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180941,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095723,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095101,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197814,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195777,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178388,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195830,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183158,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189514,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178498,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185120,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186168,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180079,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178930,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191656,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195448,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097116,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177679,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196374,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177703,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182589,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185971,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184022,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190450,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189699,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094608,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191730,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093665,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186068,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180278,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192023,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187045,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097265,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189081,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196932,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178215,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183206,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189067,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181222,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192518,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177308,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188091,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097138,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189859,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096783,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191547,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096404,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094665,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197500,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180490,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180365,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178623,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178469,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184553,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197394,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097387,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191142,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184965,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191643,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177641,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185890,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096828,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185212,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187220,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198609,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185833,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190831,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180927,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179046,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185687,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196909,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198414,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094464,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198232,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188098,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180815,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191968,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186657,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192653,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178458,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180430,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185177,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186889,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196585,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192937,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190686,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197239,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198087,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184794,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190798,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178671,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178086,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191053,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189850,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192504,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190827,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178544,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183852,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184029,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184696,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096575,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196203,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192302,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187271,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186299,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096452,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178358,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185785,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185807,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094769,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198072,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189817,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184083,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179273,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179892,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096403,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196213,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177981,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198177,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184954,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097183,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180729,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093644,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188216,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196897,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195730,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095575,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095095,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192019,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096550,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190391,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181625,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177589,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190017,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189864,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180401,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097120,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191588,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178260,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179567,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188747,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190870,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188522,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186933,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187813,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180838,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181593,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195442,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177846,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178769,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096482,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188085,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191341,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198084,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188307,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182098,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182690,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096891,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096037,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188187,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197702,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181633,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096612,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095657,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196664,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184098,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181456,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191582,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096035,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182550,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177923,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096191,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191238,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197789,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178873,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094983,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178580,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184048,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183313,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177374,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180764,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187684,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196361,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097178,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191478,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093888,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188234,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192845,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192973,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178939,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185893,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177436,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185061,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188240,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183342,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181113,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179751,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185956,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188379,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186572,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189073,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185466,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178264,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197309,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096816,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197669,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177769,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191981,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180546,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191073,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179451,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189774,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095890,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184054,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191869,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192432,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191540,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191429,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178579,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178514,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182861,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096330,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097384,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096106,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096334,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196679,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197127,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095047,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184484,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181588,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177740,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186484,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191584,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195798,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178180,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095238,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189664,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189121,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186257,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095827,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093867,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096432,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190791,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181144,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095084,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179322,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178968,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095822,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197607,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180070,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191461,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183067,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
