cle_obs,nom,definition,valeur,unite,thematique,type
1178454,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189517,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179724,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095503,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190268,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095603,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181124,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188464,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189713,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178298,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196302,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094538,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094744,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187433,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181076,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095610,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190492,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185448,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185245,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191541,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095944,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187992,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188365,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196155,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196586,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191421,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195481,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197545,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184047,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177406,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180955,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196046,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196481,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097229,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179524,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185468,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095865,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192435,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179633,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095428,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195447,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186474,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187084,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196174,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196405,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183790,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177918,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190551,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180615,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185669,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186621,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188419,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189524,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179926,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180101,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179140,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179652,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182656,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189043,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095361,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179528,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187754,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196527,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187346,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186711,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178367,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197714,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197325,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196197,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192732,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096081,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189001,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183719,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188978,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192305,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097187,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180089,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183867,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185518,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177865,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198515,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184031,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196781,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178328,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192895,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189562,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195664,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187281,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184624,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186230,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191457,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180054,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186007,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185218,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187745,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180226,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094141,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182916,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185324,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183473,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179271,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180559,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191519,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180166,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185021,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192451,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191251,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179032,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095792,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182905,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184952,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187926,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197488,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192212,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186285,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185016,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188324,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185285,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185408,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1193022,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179552,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178237,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188979,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186133,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188947,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178956,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178177,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196532,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188322,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183764,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093642,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185082,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096960,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185670,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198340,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097316,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185974,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185586,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198256,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183869,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190032,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188670,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095756,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180272,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177329,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188201,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179878,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183657,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095807,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177610,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183467,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187212,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180394,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179911,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197675,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187524,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177982,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197208,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196800,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191206,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096750,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186341,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198426,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094728,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187709,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190802,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185497,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197906,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191190,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177563,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177558,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191984,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192555,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177318,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095949,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183443,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096278,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195262,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186683,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186221,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198658,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178646,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095598,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184564,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180717,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190387,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095131,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190360,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188905,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192051,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096151,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180487,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189873,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198282,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182870,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096015,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184997,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095879,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093961,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197661,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196610,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095867,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096553,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187757,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181330,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197633,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197948,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186096,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094690,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178614,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097406,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180864,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177780,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179692,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094557,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179823,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179598,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094193,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183462,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188640,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095072,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178658,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097289,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093685,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094709,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192853,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189714,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196835,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177501,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179627,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095271,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186010,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187897,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178192,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185143,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095466,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177788,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178647,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196020,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177983,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178598,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190374,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192672,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181949,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198579,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095432,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198028,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183772,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196501,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184654,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181457,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182521,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096754,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094292,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179247,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191813,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185560,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189304,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096836,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191583,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196376,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187784,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197629,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195337,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191070,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186174,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177696,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190659,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179064,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093734,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183057,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191354,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192667,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093766,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179642,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189268,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179065,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177790,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188678,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181266,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197028,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196681,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196986,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181602,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196451,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183450,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191287,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183878,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196846,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190389,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189764,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096429,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096786,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185817,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187983,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192226,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196833,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182480,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190243,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095673,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188202,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178680,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190813,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180706,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195717,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191132,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186175,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187526,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185261,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097145,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178855,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188336,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188021,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188808,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179530,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178652,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197419,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
