cle_obs,code_me,version_me,date_me,type_info_geo
1189875,FRLC09,2,2016-11-01,Rattachement
1179640,FRLC06,2,2016-11-01,Rattachement
1195258,FRLC06,2,2016-11-01,Rattachement
1183901,FRLC05,2,2016-11-01,Rattachement
1185361,FRLC05,2,2016-11-01,Rattachement
1094686,FRLC11,2,2016-11-01,Rattachement
1186952,FRLC05,2,2016-11-01,Rattachement
1181323,FRLC05,2,2016-11-01,Rattachement
1177624,FRLC06,2,2016-11-01,Rattachement
1186326,FRLC05,2,2016-11-01,Rattachement
1094521,FRLC11,2,2016-11-01,Rattachement
1094439,FRLC11,2,2016-11-01,Rattachement
1096805,FRLC11,2,2016-11-01,Rattachement
1185201,FRLC05,2,2016-11-01,Rattachement
1188618,FRLC09,2,2016-11-01,Rattachement
1179980,FRLC05,2,2016-11-01,Rattachement
1179826,FRLC06,2,2016-11-01,Rattachement
1192344,FRLC12,2,2016-11-01,Rattachement
1187424,FRLC08,2,2016-11-01,Rattachement
1095630,FRLC11,2,2016-11-01,Rattachement
1197145,FRLC05,2,2016-11-01,Rattachement
1178252,FRLC06,2,2016-11-01,Rattachement
1179589,FRLC06,2,2016-11-01,Rattachement
1094719,FRLC11,2,2016-11-01,Rattachement
1095463,FRLC11,2,2016-11-01,Rattachement
1094824,FRLC11,2,2016-11-01,Rattachement
1190902,FRLC09,2,2016-11-01,Rattachement
1187395,FRLC08,2,2016-11-01,Rattachement
1094005,FRLC11,2,2016-11-01,Rattachement
1181521,FRLC06,2,2016-11-01,Rattachement
1186386,FRLC05,2,2016-11-01,Rattachement
1189510,FRLC09,2,2016-11-01,Rattachement
1191227,FRLC09,2,2016-11-01,Rattachement
1181257,FRLC05,2,2016-11-01,Rattachement
1187521,FRLC08,2,2016-11-01,Rattachement
1093979,FRLC11,2,2016-11-01,Rattachement
1185456,FRLC05,2,2016-11-01,Rattachement
1177822,FRLC05,2,2016-11-01,Rattachement
1187452,FRLC08,2,2016-11-01,Rattachement
1180289,FRLC05,2,2016-11-01,Rattachement
1094857,FRLC11,2,2016-11-01,Rattachement
1186439,FRLC05,2,2016-11-01,Rattachement
1096178,FRLC11,2,2016-11-01,Rattachement
1192167,FRLC12,2,2016-11-01,Rattachement
1184463,FRLC05,2,2016-11-01,Rattachement
1198396,FRLC06,2,2016-11-01,Rattachement
1183756,FRLC05,2,2016-11-01,Rattachement
1187906,FRLC05,2,2016-11-01,Rattachement
1192852,FRLC12,2,2016-11-01,Rattachement
1187938,FRLC05,2,2016-11-01,Rattachement
1183718,FRLC06,2,2016-11-01,Rattachement
1179583,FRLC06,2,2016-11-01,Rattachement
1185015,FRLC05,2,2016-11-01,Rattachement
1182248,FRLC05,2,2016-11-01,Rattachement
1197974,FRLC06,2,2016-11-01,Rattachement
1183955,FRLC05,2,2016-11-01,Rattachement
1096578,FRLC09,2,2016-11-01,Rattachement
1191029,FRLC09,2,2016-11-01,Rattachement
1184361,FRLC05,2,2016-11-01,Rattachement
1188394,FRLC05,2,2016-11-01,Rattachement
1096581,FRLC09,2,2016-11-01,Rattachement
1182695,FRLC06,2,2016-11-01,Rattachement
1191419,FRLC09,2,2016-11-01,Rattachement
1184195,FRLC05,2,2016-11-01,Rattachement
1094424,FRLC11,2,2016-11-01,Rattachement
1183080,FRLC05,2,2016-11-01,Rattachement
1187128,FRLC05,2,2016-11-01,Rattachement
1190969,FRLC09,2,2016-11-01,Rattachement
1186650,FRLC05,2,2016-11-01,Rattachement
1189996,FRLC09,2,2016-11-01,Rattachement
1192048,FRLC12,2,2016-11-01,Rattachement
1187454,FRLC08,2,2016-11-01,Rattachement
1186354,FRLC05,2,2016-11-01,Rattachement
1181296,FRLC06,2,2016-11-01,Rattachement
1178768,FRLC06,2,2016-11-01,Rattachement
1183527,FRLC05,2,2016-11-01,Rattachement
1185758,FRLC05,2,2016-11-01,Rattachement
1183179,FRLC06,2,2016-11-01,Rattachement
1180090,FRLC05,2,2016-11-01,Rattachement
1182866,FRLC06,2,2016-11-01,Rattachement
1189885,FRLC09,2,2016-11-01,Rattachement
1195886,FRLC06,2,2016-11-01,Rattachement
1190103,FRLC09,2,2016-11-01,Rattachement
1187109,FRLC05,2,2016-11-01,Rattachement
1094552,FRLC11,2,2016-11-01,Rattachement
1189902,FRLC09,2,2016-11-01,Rattachement
1189010,FRLC09,2,2016-11-01,Rattachement
1191178,FRLC09,2,2016-11-01,Rattachement
1191745,FRLC09,2,2016-11-01,Rattachement
1196935,FRLC08,2,2016-11-01,Rattachement
1190118,FRLC09,2,2016-11-01,Rattachement
1188486,FRLC05,2,2016-11-01,Rattachement
1096157,FRLC11,2,2016-11-01,Rattachement
1198326,FRLC06,2,2016-11-01,Rattachement
1198197,FRLC06,2,2016-11-01,Rattachement
1093823,FRLC11,2,2016-11-01,Rattachement
1196805,FRLC08,2,2016-11-01,Rattachement
1186078,FRLC05,2,2016-11-01,Rattachement
1181176,FRLC05,2,2016-11-01,Rattachement
1177630,FRLC06,2,2016-11-01,Rattachement
1093857,FRLC11,2,2016-11-01,Rattachement
1185003,FRLC05,2,2016-11-01,Rattachement
1181287,FRLC05,2,2016-11-01,Rattachement
1190899,FRLC09,2,2016-11-01,Rattachement
1180461,FRLC05,2,2016-11-01,Rattachement
1186989,FRLC05,2,2016-11-01,Rattachement
1183700,FRLC05,2,2016-11-01,Rattachement
1179375,FRLC06,2,2016-11-01,Rattachement
1177599,FRLC05,2,2016-11-01,Rattachement
1180440,FRLC05,2,2016-11-01,Rattachement
1188894,FRLC10,2,2016-11-01,Rattachement
1197080,FRLC05,2,2016-11-01,Rattachement
1190116,FRLC09,2,2016-11-01,Rattachement
1198302,FRLC06,2,2016-11-01,Rattachement
1181683,FRLC05,2,2016-11-01,Rattachement
1177805,FRLC06,2,2016-11-01,Rattachement
1196869,FRLC08,2,2016-11-01,Rattachement
1094948,FRLC11,2,2016-11-01,Rattachement
1186531,FRLC05,2,2016-11-01,Rattachement
1094912,FRLC11,2,2016-11-01,Rattachement
1190453,FRLC09,2,2016-11-01,Rattachement
1177935,FRLC05,2,2016-11-01,Rattachement
1185882,FRLC08,2,2016-11-01,Rattachement
1197969,FRLC06,2,2016-11-01,Rattachement
1095129,FRLC11,2,2016-11-01,Rattachement
1094208,FRLC11,2,2016-11-01,Rattachement
1179836,FRLC06,2,2016-11-01,Rattachement
1180050,FRLC05,2,2016-11-01,Rattachement
1094751,FRLC11,2,2016-11-01,Rattachement
1095503,FRLC11,2,2016-11-01,Rattachement
1185872,FRLC08,2,2016-11-01,Rattachement
1182427,FRLC06,2,2016-11-01,Rattachement
1186304,FRLC05,2,2016-11-01,Rattachement
1184441,FRLC05,2,2016-11-01,Rattachement
1096542,FRLC09,2,2016-11-01,Rattachement
1177885,FRLC05,2,2016-11-01,Rattachement
1094669,FRLC11,2,2016-11-01,Rattachement
1094794,FRLC11,2,2016-11-01,Rattachement
1192261,FRLC12,2,2016-11-01,Rattachement
1096819,FRLC11,2,2016-11-01,Rattachement
1095026,FRLC11,2,2016-11-01,Rattachement
1196961,FRLC08,2,2016-11-01,Rattachement
1097084,FRLC11,2,2016-11-01,Rattachement
1197708,FRLC06,2,2016-11-01,Rattachement
1182115,FRLC05,2,2016-11-01,Rattachement
1093779,FRLC11,2,2016-11-01,Rattachement
1180172,FRLC05,2,2016-11-01,Rattachement
1182825,FRLC05,2,2016-11-01,Rattachement
1185017,FRLC05,2,2016-11-01,Rattachement
1198435,FRLC05,2,2016-11-01,Rattachement
1182403,FRLC05,2,2016-11-01,Rattachement
1181335,FRLC05,2,2016-11-01,Rattachement
1182897,FRLC05,2,2016-11-01,Rattachement
1192770,FRLC12,2,2016-11-01,Rattachement
1184458,FRLC05,2,2016-11-01,Rattachement
1095718,FRLC11,2,2016-11-01,Rattachement
1197205,FRLC05,2,2016-11-01,Rattachement
1094822,FRLC11,2,2016-11-01,Rattachement
1187708,FRLC08,2,2016-11-01,Rattachement
1196458,FRLC05,2,2016-11-01,Rattachement
1186259,FRLC05,2,2016-11-01,Rattachement
1186634,FRLC05,2,2016-11-01,Rattachement
1186547,FRLC05,2,2016-11-01,Rattachement
1185862,FRLC08,2,2016-11-01,Rattachement
1094706,FRLC11,2,2016-11-01,Rattachement
1197423,FRLC12,2,2016-11-01,Rattachement
1190093,FRLC09,2,2016-11-01,Rattachement
1190712,FRLC09,2,2016-11-01,Rattachement
1197892,FRLC06,2,2016-11-01,Rattachement
1190537,FRLC09,2,2016-11-01,Rattachement
1187094,FRLC05,2,2016-11-01,Rattachement
1190171,FRLC11,2,2016-11-01,Rattachement
1097209,FRLC08,2,2016-11-01,Rattachement
1189277,FRLC09,2,2016-11-01,Rattachement
1187174,FRLC05,2,2016-11-01,Rattachement
1178385,FRLC05,2,2016-11-01,Rattachement
1185859,FRLC08,2,2016-11-01,Rattachement
1184869,FRLC05,2,2016-11-01,Rattachement
1198172,FRLC06,2,2016-11-01,Rattachement
1187637,FRLC08,2,2016-11-01,Rattachement
1183338,FRLC06,2,2016-11-01,Rattachement
1180329,FRLC05,2,2016-11-01,Rattachement
1095200,FRLC11,2,2016-11-01,Rattachement
1095888,FRLC11,2,2016-11-01,Rattachement
1191730,FRLC09,2,2016-11-01,Rattachement
1179470,FRLC05,2,2016-11-01,Rattachement
1189519,FRLC09,2,2016-11-01,Rattachement
1182220,FRLC05,2,2016-11-01,Rattachement
1192431,FRLC12,2,2016-11-01,Rattachement
1191114,FRLC09,2,2016-11-01,Rattachement
1190283,FRLC09,2,2016-11-01,Rattachement
1186786,FRLC05,2,2016-11-01,Rattachement
1182957,FRLC05,2,2016-11-01,Rattachement
1189267,FRLC09,2,2016-11-01,Rattachement
1179761,FRLC06,2,2016-11-01,Rattachement
1186551,FRLC05,2,2016-11-01,Rattachement
1182934,FRLC05,2,2016-11-01,Rattachement
1095315,FRLC11,2,2016-11-01,Rattachement
1191097,FRLC09,2,2016-11-01,Rattachement
1197075,FRLC05,2,2016-11-01,Rattachement
1197446,FRLC12,2,2016-11-01,Rattachement
1198678,FRLC05,2,2016-11-01,Rattachement
1198636,FRLC05,2,2016-11-01,Rattachement
1178381,FRLC05,2,2016-11-01,Rattachement
1097152,FRLC11,2,2016-11-01,Rattachement
1192317,FRLC12,2,2016-11-01,Rattachement
1198307,FRLC06,2,2016-11-01,Rattachement
1179820,FRLC05,2,2016-11-01,Rattachement
1095675,FRLC11,2,2016-11-01,Rattachement
1097004,FRLC11,2,2016-11-01,Rattachement
1188414,FRLC05,2,2016-11-01,Rattachement
1196284,FRLC05,2,2016-11-01,Rattachement
1190706,FRLC09,2,2016-11-01,Rattachement
1183839,FRLC05,2,2016-11-01,Rattachement
1095724,FRLC11,2,2016-11-01,Rattachement
1184658,FRLC05,2,2016-11-01,Rattachement
1184222,FRLC05,2,2016-11-01,Rattachement
1190988,FRLC11,2,2016-11-01,Rattachement
1190291,FRLC09,2,2016-11-01,Rattachement
1178496,FRLC05,2,2016-11-01,Rattachement
1184471,FRLC05,2,2016-11-01,Rattachement
1189126,FRLC09,2,2016-11-01,Rattachement
1197961,FRLC06,2,2016-11-01,Rattachement
1183772,FRLC05,2,2016-11-01,Rattachement
1192474,FRLC12,2,2016-11-01,Rattachement
1178010,FRLC06,2,2016-11-01,Rattachement
1177384,FRLC05,2,2016-11-01,Rattachement
1188562,FRLC05,2,2016-11-01,Rattachement
1190723,FRLC09,2,2016-11-01,Rattachement
1094080,FRLC11,2,2016-11-01,Rattachement
1095874,FRLC11,2,2016-11-01,Rattachement
1184862,FRLC05,2,2016-11-01,Rattachement
1189663,FRLC09,2,2016-11-01,Rattachement
1195618,FRLC06,2,2016-11-01,Rattachement
1185536,FRLC05,2,2016-11-01,Rattachement
1178029,FRLC06,2,2016-11-01,Rattachement
1096170,FRLC11,2,2016-11-01,Rattachement
1096967,FRLC11,2,2016-11-01,Rattachement
1182584,FRLC06,2,2016-11-01,Rattachement
1197560,FRLC06,2,2016-11-01,Rattachement
1177593,FRLC05,2,2016-11-01,Rattachement
1184150,FRLC05,2,2016-11-01,Rattachement
1177751,FRLC05,2,2016-11-01,Rattachement
1095312,FRLC11,2,2016-11-01,Rattachement
1096653,FRLC09,2,2016-11-01,Rattachement
1192370,FRLC12,2,2016-11-01,Rattachement
1185500,FRLC05,2,2016-11-01,Rattachement
1179815,FRLC05,2,2016-11-01,Rattachement
1182007,FRLC05,2,2016-11-01,Rattachement
1180820,FRLC06,2,2016-11-01,Rattachement
1182218,FRLC05,2,2016-11-01,Rattachement
1192386,FRLC12,2,2016-11-01,Rattachement
1196395,FRLC05,2,2016-11-01,Rattachement
1185678,FRLC05,2,2016-11-01,Rattachement
1190552,FRLC09,2,2016-11-01,Rattachement
1184641,FRLC05,2,2016-11-01,Rattachement
1196553,FRLC05,2,2016-11-01,Rattachement
1189981,FRLC09,2,2016-11-01,Rattachement
1192509,FRLC12,2,2016-11-01,Rattachement
1187268,FRLC08,2,2016-11-01,Rattachement
1192981,FRLC12,2,2016-11-01,Rattachement
1180070,FRLC06,2,2016-11-01,Rattachement
1188678,FRLC09,2,2016-11-01,Rattachement
1188713,FRLC09,2,2016-11-01,Rattachement
1196508,FRLC05,2,2016-11-01,Rattachement
1190535,FRLC09,2,2016-11-01,Rattachement
1177452,FRLC06,2,2016-11-01,Rattachement
1188021,FRLC05,2,2016-11-01,Rattachement
1181638,FRLC05,2,2016-11-01,Rattachement
1191499,FRLC09,2,2016-11-01,Rattachement
1182981,FRLC05,2,2016-11-01,Rattachement
1097056,FRLC11,2,2016-11-01,Rattachement
1192340,FRLC12,2,2016-11-01,Rattachement
1190145,FRLC09,2,2016-11-01,Rattachement
1192615,FRLC12,2,2016-11-01,Rattachement
1177633,FRLC06,2,2016-11-01,Rattachement
1183614,FRLC06,2,2016-11-01,Rattachement
1180627,FRLC05,2,2016-11-01,Rattachement
1195686,FRLC06,2,2016-11-01,Rattachement
1191335,FRLC09,2,2016-11-01,Rattachement
1190040,FRLC09,2,2016-11-01,Rattachement
1190532,FRLC09,2,2016-11-01,Rattachement
1096066,FRLC11,2,2016-11-01,Rattachement
1187685,FRLC08,2,2016-11-01,Rattachement
1094056,FRLC11,2,2016-11-01,Rattachement
1198052,FRLC06,2,2016-11-01,Rattachement
1182804,FRLC05,2,2016-11-01,Rattachement
1187125,FRLC05,2,2016-11-01,Rattachement
1187048,FRLC08,2,2016-11-01,Rattachement
1180131,FRLC05,2,2016-11-01,Rattachement
1184482,FRLC05,2,2016-11-01,Rattachement
1190710,FRLC09,2,2016-11-01,Rattachement
1197694,FRLC06,2,2016-11-01,Rattachement
1180964,FRLC06,2,2016-11-01,Rattachement
1096519,FRLC09,2,2016-11-01,Rattachement
1185748,FRLC05,2,2016-11-01,Rattachement
1190661,FRLC09,2,2016-11-01,Rattachement
1096189,FRLC11,2,2016-11-01,Rattachement
1186980,FRLC08,2,2016-11-01,Rattachement
1192452,FRLC12,2,2016-11-01,Rattachement
1196872,FRLC08,2,2016-11-01,Rattachement
1181153,FRLC05,2,2016-11-01,Rattachement
1177833,FRLC05,2,2016-11-01,Rattachement
1197006,FRLC08,2,2016-11-01,Rattachement
1190255,FRLC09,2,2016-11-01,Rattachement
1195633,FRLC06,2,2016-11-01,Rattachement
1187580,FRLC08,2,2016-11-01,Rattachement
1186638,FRLC05,2,2016-11-01,Rattachement
1180819,FRLC06,2,2016-11-01,Rattachement
1189638,FRLC09,2,2016-11-01,Rattachement
1181134,FRLC05,2,2016-11-01,Rattachement
1198032,FRLC06,2,2016-11-01,Rattachement
1183696,FRLC05,2,2016-11-01,Rattachement
1183925,FRLC05,2,2016-11-01,Rattachement
1096725,FRLC09,2,2016-11-01,Rattachement
1185173,FRLC05,2,2016-11-01,Rattachement
1198195,FRLC06,2,2016-11-01,Rattachement
1096598,FRLC09,2,2016-11-01,Rattachement
1196967,FRLC05,2,2016-11-01,Rattachement
1188651,FRLC09,2,2016-11-01,Rattachement
1182284,FRLC05,2,2016-11-01,Rattachement
1196649,FRLC08,2,2016-11-01,Rattachement
1093675,FRLC11,2,2016-11-01,Rattachement
1192993,FRLC12,2,2016-11-01,Rattachement
1188500,FRLC05,2,2016-11-01,Rattachement
1197376,FRLC09,2,2016-11-01,Rattachement
1187645,FRLC08,2,2016-11-01,Rattachement
1096672,FRLC09,2,2016-11-01,Rattachement
1181222,FRLC05,2,2016-11-01,Rattachement
1192396,FRLC12,2,2016-11-01,Rattachement
1182766,FRLC06,2,2016-11-01,Rattachement
1184309,FRLC05,2,2016-11-01,Rattachement
1177512,FRLC05,2,2016-11-01,Rattachement
1196573,FRLC08,2,2016-11-01,Rattachement
1189649,FRLC09,2,2016-11-01,Rattachement
1197464,FRLC06,2,2016-11-01,Rattachement
1096536,FRLC09,2,2016-11-01,Rattachement
1096056,FRLC11,2,2016-11-01,Rattachement
1185411,FRLC05,2,2016-11-01,Rattachement
1182686,FRLC06,2,2016-11-01,Rattachement
1191800,FRLC09,2,2016-11-01,Rattachement
1181908,FRLC05,2,2016-11-01,Rattachement
1094343,FRLC11,2,2016-11-01,Rattachement
1198245,FRLC06,2,2016-11-01,Rattachement
1187166,FRLC05,2,2016-11-01,Rattachement
1179083,FRLC06,2,2016-11-01,Rattachement
1192703,FRLC12,2,2016-11-01,Rattachement
1189080,FRLC09,2,2016-11-01,Rattachement
1177460,FRLC06,2,2016-11-01,Rattachement
1184194,FRLC05,2,2016-11-01,Rattachement
1183222,FRLC05,2,2016-11-01,Rattachement
1180028,FRLC05,2,2016-11-01,Rattachement
1093816,FRLC11,2,2016-11-01,Rattachement
1186404,FRLC05,2,2016-11-01,Rattachement
1183283,FRLC05,2,2016-11-01,Rattachement
1182353,FRLC05,2,2016-11-01,Rattachement
1188540,FRLC05,2,2016-11-01,Rattachement
1095426,FRLC11,2,2016-11-01,Rattachement
1096842,FRLC11,2,2016-11-01,Rattachement
1190786,FRLC09,2,2016-11-01,Rattachement
1187062,FRLC05,2,2016-11-01,Rattachement
1184574,FRLC05,2,2016-11-01,Rattachement
1188715,FRLC09,2,2016-11-01,Rattachement
1185245,FRLC05,2,2016-11-01,Rattachement
1185451,FRLC05,2,2016-11-01,Rattachement
1197029,FRLC08,2,2016-11-01,Rattachement
1189070,FRLC10,2,2016-11-01,Rattachement
1182505,FRLC05,2,2016-11-01,Rattachement
1189807,FRLC09,2,2016-11-01,Rattachement
1183872,FRLC05,2,2016-11-01,Rattachement
1198100,FRLC06,2,2016-11-01,Rattachement
1191308,FRLC09,2,2016-11-01,Rattachement
1182182,FRLC05,2,2016-11-01,Rattachement
1094470,FRLC11,2,2016-11-01,Rattachement
1180474,FRLC05,2,2016-11-01,Rattachement
1195824,FRLC06,2,2016-11-01,Rattachement
1182206,FRLC05,2,2016-11-01,Rattachement
1189230,FRLC09,2,2016-11-01,Rattachement
1188192,FRLC05,2,2016-11-01,Rattachement
1197516,FRLC06,2,2016-11-01,Rattachement
1196430,FRLC05,2,2016-11-01,Rattachement
1198069,FRLC06,2,2016-11-01,Rattachement
1185134,FRLC05,2,2016-11-01,Rattachement
1191749,FRLC09,2,2016-11-01,Rattachement
1183857,FRLC05,2,2016-11-01,Rattachement
1187692,FRLC08,2,2016-11-01,Rattachement
1184367,FRLC05,2,2016-11-01,Rattachement
1094069,FRLC11,2,2016-11-01,Rattachement
1182266,FRLC05,2,2016-11-01,Rattachement
1179557,FRLC05,2,2016-11-01,Rattachement
1177976,FRLC05,2,2016-11-01,Rattachement
1189101,FRLC09,2,2016-11-01,Rattachement
1096307,FRLC11,2,2016-11-01,Rattachement
1189410,FRLC09,2,2016-11-01,Rattachement
1184784,FRLC05,2,2016-11-01,Rattachement
1188453,FRLC05,2,2016-11-01,Rattachement
1177346,FRLC06,2,2016-11-01,Rattachement
1094143,FRLC11,2,2016-11-01,Rattachement
1195416,FRLC06,2,2016-11-01,Rattachement
1180100,FRLC05,2,2016-11-01,Rattachement
1179919,FRLC05,2,2016-11-01,Rattachement
1185598,FRLC05,2,2016-11-01,Rattachement
1185102,FRLC05,2,2016-11-01,Rattachement
1184388,FRLC05,2,2016-11-01,Rattachement
1188914,FRLC09,2,2016-11-01,Rattachement
1196556,FRLC05,2,2016-11-01,Rattachement
1187376,FRLC08,2,2016-11-01,Rattachement
1186385,FRLC05,2,2016-11-01,Rattachement
1182116,FRLC05,2,2016-11-01,Rattachement
1188638,FRLC09,2,2016-11-01,Rattachement
1196752,FRLC08,2,2016-11-01,Rattachement
1180718,FRLC05,2,2016-11-01,Rattachement
1186426,FRLC05,2,2016-11-01,Rattachement
1184189,FRLC05,2,2016-11-01,Rattachement
1190990,FRLC11,2,2016-11-01,Rattachement
1198411,FRLC05,2,2016-11-01,Rattachement
1187055,FRLC05,2,2016-11-01,Rattachement
1181348,FRLC05,2,2016-11-01,Rattachement
1185635,FRLC05,2,2016-11-01,Rattachement
1180167,FRLC05,2,2016-11-01,Rattachement
1177588,FRLC05,2,2016-11-01,Rattachement
1198492,FRLC05,2,2016-11-01,Rattachement
1187908,FRLC05,2,2016-11-01,Rattachement
1184975,FRLC05,2,2016-11-01,Rattachement
1189907,FRLC09,2,2016-11-01,Rattachement
1179178,FRLC05,2,2016-11-01,Rattachement
1096205,FRLC11,2,2016-11-01,Rattachement
1191382,FRLC09,2,2016-11-01,Rattachement
1179723,FRLC06,2,2016-11-01,Rattachement
1198150,FRLC06,2,2016-11-01,Rattachement
1184052,FRLC05,2,2016-11-01,Rattachement
1196713,FRLC08,2,2016-11-01,Rattachement
1181553,FRLC06,2,2016-11-01,Rattachement
1178873,FRLC05,2,2016-11-01,Rattachement
1191318,FRLC09,2,2016-11-01,Rattachement
1198024,FRLC06,2,2016-11-01,Rattachement
1182412,FRLC05,2,2016-11-01,Rattachement
1177951,FRLC05,2,2016-11-01,Rattachement
1196154,FRLC06,2,2016-11-01,Rattachement
1179380,FRLC05,2,2016-11-01,Rattachement
1185150,FRLC05,2,2016-11-01,Rattachement
1183914,FRLC05,2,2016-11-01,Rattachement
1186735,FRLC05,2,2016-11-01,Rattachement
1186947,FRLC05,2,2016-11-01,Rattachement
1186974,FRLC08,2,2016-11-01,Rattachement
1198592,FRLC08,2,2016-11-01,Rattachement
1186126,FRLC05,2,2016-11-01,Rattachement
1186884,FRLC08,2,2016-11-01,Rattachement
1188128,FRLC05,2,2016-11-01,Rattachement
1185478,FRLC05,2,2016-11-01,Rattachement
1179624,FRLC05,2,2016-11-01,Rattachement
1191307,FRLC09,2,2016-11-01,Rattachement
1192150,FRLC12,2,2016-11-01,Rattachement
1178546,FRLC05,2,2016-11-01,Rattachement
1197439,FRLC12,2,2016-11-01,Rattachement
1177334,FRLC06,2,2016-11-01,Rattachement
1180417,FRLC05,2,2016-11-01,Rattachement
1195503,FRLC06,2,2016-11-01,Rattachement
1178636,FRLC05,2,2016-11-01,Rattachement
1177559,FRLC05,2,2016-11-01,Rattachement
1184767,FRLC05,2,2016-11-01,Rattachement
1190835,FRLC09,2,2016-11-01,Rattachement
1189786,FRLC11,2,2016-11-01,Rattachement
1188479,FRLC05,2,2016-11-01,Rattachement
1190584,FRLC09,2,2016-11-01,Rattachement
1188806,FRLC10,2,2016-11-01,Rattachement
1189186,FRLC09,2,2016-11-01,Rattachement
1185613,FRLC05,2,2016-11-01,Rattachement
1197119,FRLC05,2,2016-11-01,Rattachement
1191149,FRLC09,2,2016-11-01,Rattachement
1191684,FRLC09,2,2016-11-01,Rattachement
1187608,FRLC08,2,2016-11-01,Rattachement
1188871,FRLC10,2,2016-11-01,Rattachement
1185406,FRLC05,2,2016-11-01,Rattachement
1197954,FRLC06,2,2016-11-01,Rattachement
1186026,FRLC05,2,2016-11-01,Rattachement
1196026,FRLC06,2,2016-11-01,Rattachement
1187115,FRLC05,2,2016-11-01,Rattachement
1183209,FRLC05,2,2016-11-01,Rattachement
1197286,FRLC10,2,2016-11-01,Rattachement
1182657,FRLC05,2,2016-11-01,Rattachement
1179175,FRLC05,2,2016-11-01,Rattachement
1192931,FRLC12,2,2016-11-01,Rattachement
1197553,FRLC06,2,2016-11-01,Rattachement
1182662,FRLC05,2,2016-11-01,Rattachement
1094389,FRLC11,2,2016-11-01,Rattachement
1182275,FRLC05,2,2016-11-01,Rattachement
1096275,FRLC11,2,2016-11-01,Rattachement
1179222,FRLC05,2,2016-11-01,Rattachement
1184193,FRLC05,2,2016-11-01,Rattachement
1189034,FRLC09,2,2016-11-01,Rattachement
1189835,FRLC09,2,2016-11-01,Rattachement
1181034,FRLC06,2,2016-11-01,Rattachement
1187719,FRLC08,2,2016-11-01,Rattachement
1186270,FRLC05,2,2016-11-01,Rattachement
1186086,FRLC05,2,2016-11-01,Rattachement
1096630,FRLC09,2,2016-11-01,Rattachement
1185469,FRLC05,2,2016-11-01,Rattachement
1184757,FRLC05,2,2016-11-01,Rattachement
1187800,FRLC05,2,2016-11-01,Rattachement
1184687,FRLC05,2,2016-11-01,Rattachement
1181075,FRLC05,2,2016-11-01,Rattachement
1094733,FRLC11,2,2016-11-01,Rattachement
1190668,FRLC09,2,2016-11-01,Rattachement
1187583,FRLC08,2,2016-11-01,Rattachement
1195329,FRLC06,2,2016-11-01,Rattachement
1096780,FRLC11,2,2016-11-01,Rattachement
1179189,FRLC05,2,2016-11-01,Rattachement
1093820,FRLC11,2,2016-11-01,Rattachement
1192200,FRLC12,2,2016-11-01,Rattachement
1183462,FRLC05,2,2016-11-01,Rattachement
1185236,FRLC05,2,2016-11-01,Rattachement
1184878,FRLC05,2,2016-11-01,Rattachement
1179424,FRLC06,2,2016-11-01,Rattachement
1186576,FRLC05,2,2016-11-01,Rattachement
1195395,FRLC06,2,2016-11-01,Rattachement
1183142,FRLC05,2,2016-11-01,Rattachement
1182733,FRLC05,2,2016-11-01,Rattachement
1188631,FRLC09,2,2016-11-01,Rattachement
1189642,FRLC09,2,2016-11-01,Rattachement
1189419,FRLC09,2,2016-11-01,Rattachement
1187176,FRLC05,2,2016-11-01,Rattachement
1186698,FRLC08,2,2016-11-01,Rattachement
1180306,FRLC05,2,2016-11-01,Rattachement
1096305,FRLC11,2,2016-11-01,Rattachement
1177278,FRLC06,2,2016-11-01,Rattachement
1182571,FRLC05,2,2016-11-01,Rattachement
1181601,FRLC05,2,2016-11-01,Rattachement
1094736,FRLC11,2,2016-11-01,Rattachement
1096342,FRLC11,2,2016-11-01,Rattachement
1094509,FRLC11,2,2016-11-01,Rattachement
1192778,FRLC12,2,2016-11-01,Rattachement
1179247,FRLC05,2,2016-11-01,Rattachement
1183239,FRLC06,2,2016-11-01,Rattachement
1096419,FRLC09,2,2016-11-01,Rattachement
1179707,FRLC05,2,2016-11-01,Rattachement
1178003,FRLC05,2,2016-11-01,Rattachement
1192118,FRLC12,2,2016-11-01,Rattachement
1188534,FRLC05,2,2016-11-01,Rattachement
1187232,FRLC08,2,2016-11-01,Rattachement
1195823,FRLC06,2,2016-11-01,Rattachement
1094379,FRLC11,2,2016-11-01,Rattachement
1191826,FRLC09,2,2016-11-01,Rattachement
1195707,FRLC06,2,2016-11-01,Rattachement
1186379,FRLC05,2,2016-11-01,Rattachement
1096300,FRLC11,2,2016-11-01,Rattachement
1190240,FRLC09,2,2016-11-01,Rattachement
1191190,FRLC09,2,2016-11-01,Rattachement
1186445,FRLC05,2,2016-11-01,Rattachement
1095093,FRLC11,2,2016-11-01,Rattachement
1189661,FRLC09,2,2016-11-01,Rattachement
1187562,FRLC08,2,2016-11-01,Rattachement
1178904,FRLC06,2,2016-11-01,Rattachement
1186143,FRLC05,2,2016-11-01,Rattachement
1191737,FRLC09,2,2016-11-01,Rattachement
1095590,FRLC11,2,2016-11-01,Rattachement
1197624,FRLC06,2,2016-11-01,Rattachement
1094557,FRLC11,2,2016-11-01,Rattachement
1183190,FRLC05,2,2016-11-01,Rattachement
