Programme;Station;Date;REPLICAT_Numero;Taxon;Groupe_taxons;MESURE_Numero_individu;REPLICAT_Abondance_poissons_Protocole_BELT_-_transects_aleatoires_-_suivi_cible;REPLICAT_Longueur_poisson_cm_Protocole_BELT_-_suivi_cible-Centimetre;REPLICAT_Translation_Suivi_Epinephelus_merra_POPMER-Centimetre;REPLICAT_Substrat_Suivis_Epinephelus_merra_POPMER;REPLICAT_Anfractuosite_suivis_Epinephelus_merra_-_POMER_Pothin_K_2007;REPLICAT_Longueur_transect_metre_ruban-Metre;REPLICAT_Largeur_obs-Metre;OBSERVATION_Profondeur-Metre;OBSERVATION_Pluies_<24h;OBSERVATION_Ensoleillement;OBSERVATION_Vent;OBSERVATION_Etat_de_la_mer;OBSERVATION_Courant;OBSERVATION_Maree;OBSERVATION_Visibilite;MESURE_Organisme_analyste;OBSERVATION_Campagne;OBSERVATION_Campagne_commentaires;STATION_Identifiant;STATION_Mnemonique;STATION_Entite_classement;OBSERVATION_Coordonnees_MINX;OBSERVATION_Coordonnees_MAXX;OBSERVATION_Coordonnees_MINY;OBSERVATION_Coordonnees_MAXY;REPLICAT_Moyen_acquisition;REPLICAT_Organisme_observateur;OBSERVATION_Observateurs;OBSERVATION_Mnemonique;REPLICAT_Taille;REPLICAT_Unite;MESURE_Commentaires;Taxon_saisi;MESURE_Niveau_qualite;MESURE_Date_Qualif;MESURE_Commentaire_Qualif;MESURE_Identifiant_interne_TAXON_NAME_ID;MESURE_Identifiants_interne_MEAS_ID;MESURE_Identifiants_interne_TAXON_MEAS_ID;STATION_Entite_classement_Type;STATION_Entite_classement_Identifiant;STATION_Entite_classement_Rang_lieu;OBSERVATION_Heure;OBSERVATION_Commentaire;OBSERVATION_Date_controle;OBSERVATION_Date_validation;OBSERVATION_Niveau_qualite;OBSERVATION_Date_qualification;OBSERVATION_Commentaire_qualification;OBSERVATION_Geometrie_heritee;OBSERVATION_Profondeur_precise;OBSERVATION_Profondeur_precise_Symbole_unite;REPLICAT_Heure;REPLICAT_Profondeur_precise;REPLICAT_Profondeur_precise_Min;REPLICAT_Profondeur_precise_Max;REPLICAT_Geometrie_heritee;REPLICAT_Profondeur_precise_Symbole_unite;REPLICAT_Profondeur_precise_Unite;REPLICAT_Commentaire;REPLICAT_Moyen_acquisition_Taille;REPLICAT_Moyen_acquisition_Taille_Symbole_unite;REPLICAT_Nombre_individu;REPLICAT_Date_controle;REPLICAT_Date_validation;REPLICAT_Niveau_qualite;REPLICAT_Date_qualification;REPLICAT_Commentaire_qualification;REPLICAT_Coordonnees_MINX;REPLICAT_Coordonnees_MAXX;REPLICAT_Coordonnees_MINY;REPLICAT_Coordonnees_MAXY;Moratoire
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;10/01/2013;1;Epinephelus merra;Acropore branchu;1;1;13;240;Substrat dur colonisé;Présence;20;2;;Nulle;Fort;Calme;Calme;NA;NA;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2013_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69957137|69957138|69957141|69957139|69957136|69957135|69957140|69959008|69959007;67309337|67309336|67309338|67309339|67309335;Zones marines;126;325;11:13:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : C. Cadet - Issu de la reprise QUADRILABO du 07/02/2019;;;9;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;10/01/2013;1;Epinephelus merra;Acropore branchu;2;1;9;430;Substrat dur colonisé;Présence;20;2;;Nulle;Fort;Calme;Calme;NA;NA;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2013_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69957137|69957138|69957141|69957139|69957136|69957135|69957140|69959008|69959007;67309342|67309341|67309343|67309344|67309340;Zones marines;126;325;11:13:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : C. Cadet - Issu de la reprise QUADRILABO du 07/02/2019;;;9;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;10/01/2013;1;Epinephelus merra;Acropore branchu;3;1;8;790;Substrat dur colonisé;Présence;20;2;;Nulle;Fort;Calme;Calme;NA;NA;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2013_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69957137|69957138|69957141|69957139|69957136|69957135|69957140|69959008|69959007;67309347|67309346|67309348|67309349|67309345;Zones marines;126;325;11:13:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : C. Cadet - Issu de la reprise QUADRILABO du 07/02/2019;;;9;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;10/01/2013;1;Epinephelus merra;Algues gazonnantes;4;1;11;1200;Corail mort en place;Présence;20;2;;Nulle;Fort;Calme;Calme;NA;NA;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2013_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - ACB mort;Epinephelus merra;Non qualifié;;;60002174;69957137|69957138|69957141|69957139|69957136|69957135|69957140|69959008|69959007;67309352|67309351|67309353|67309354|67309350;Zones marines;126;325;11:13:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : C. Cadet - Issu de la reprise QUADRILABO du 07/02/2019;;;9;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;10/01/2013;1;Epinephelus merra;Algues gazonnantes;5;1;13;1240;Corail mort en place;Présence;20;2;;Nulle;Fort;Calme;Calme;NA;NA;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2013_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - ACB mort;Epinephelus merra;Non qualifié;;;60002174;69957137|69957138|69957141|69957139|69957136|69957135|69957140|69959008|69959007;67309357|67309356|67309358|67309359|67309355;Zones marines;126;325;11:13:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : C. Cadet - Issu de la reprise QUADRILABO du 07/02/2019;;;9;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;10/01/2013;1;Epinephelus merra;Algues gazonnantes;6;1;13;1200;NA;Présence;20;2;;Nulle;Fort;Calme;Calme;NA;NA;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2013_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69957137|69957138|69957141|69957139|69957136|69957135|69957140|69959008|69959007;67309362|67309361|67309363|67309364|67309360;Zones marines;126;325;11:13:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : C. Cadet - Issu de la reprise QUADRILABO du 07/02/2019;;;9;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;10/01/2013;1;Epinephelus merra;Algues gazonnantes;7;1;10;1730;Corail mort en place;Absence;20;2;;Nulle;Fort;Calme;Calme;NA;NA;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2013_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - ACB mort;Epinephelus merra;Non qualifié;;;60002174;69957137|69957138|69957141|69957139|69957136|69957135|69957140|69959008|69959007;67309367|67309366|67309368|67309369|67309365;Zones marines;126;325;11:13:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : C. Cadet - Issu de la reprise QUADRILABO du 07/02/2019;;;9;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;10/01/2013;1;Epinephelus merra;Acropore branchu;8;1;9;1730;Substrat dur colonisé;Présence;20;2;;Nulle;Fort;Calme;Calme;NA;NA;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2013_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69957137|69957138|69957141|69957139|69957136|69957135|69957140|69959008|69959007;67309372|67309371|67309373|67309374|67309370;Zones marines;126;325;11:13:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : C. Cadet - Issu de la reprise QUADRILABO du 07/02/2019;;;9;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;10/01/2013;1;Epinephelus merra;Non-Acropore submassif;9;1;10;1960;Substrat dur colonisé;Absence;20;2;;Nulle;Fort;Calme;Calme;NA;NA;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2013_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69957137|69957138|69957141|69957139|69957136|69957135|69957140|69959008|69959007;67309377|67309376|67309378|67309379|67309375;Zones marines;126;325;11:13:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : C. Cadet - Issu de la reprise QUADRILABO du 07/02/2019;;;9;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;04/03/2014;1;;;1;0;;;;;20;2;;Nulle;Fort;Brise;Calme;Moyen;Haute;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2014_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;;Non qualifié;;;;69957144|69957145|69957148|69957146|69957143|69957142|69957147|69959011|69959010|69959009;;Zones marines;126;325;10:42:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;1,1;m;;;;;1;;;Observateur non identifié - Issu de la reprise QUADRILABO du 07/02/2019;;;1;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;10/02/2015;1;Epinephelus merra;;1;1;15;;NA;Non renseigné / NA;20;2;;Nulle;Moyen;Calme;Calme;Moyen;Montante;> 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2015_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69957151|69957152|69957155|69957153|69957150|69957149|69957154|69959013|69959012;67309382|67309381|67309383|67309380;Zones marines;126;325;12:50:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;1,1;m;;;;;1;;;Observateur non identifié - Issu de la reprise QUADRILABO du 07/02/2019;;;2;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;10/02/2015;1;Epinephelus merra;;2;1;10;;NA;Non renseigné / NA;20;2;;Nulle;Moyen;Calme;Calme;Moyen;Montante;> 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2015_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69957151|69957152|69957155|69957153|69957150|69957149|69957154|69959013|69959012;67309386|67309385|67309387|67309384;Zones marines;126;325;12:50:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;1,1;m;;;;;1;;;Observateur non identifié - Issu de la reprise QUADRILABO du 07/02/2019;;;2;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;03/02/2016;1;Epinephelus merra;Algues gazonnantes;1;1;6;800;Corail mort en place;Absence;20;2;;Nulle;Fort;Brise;Belle;NA;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2016_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - ACB mort;Epinephelus merra;Non qualifié;;;60002174;69957158|69957159|69957162|69957160|69957157|69957156|69957161|69959015|69959014;67309390|67309389|67309391|67309392|67309388;Zones marines;126;325;11:20:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,6;m;;;;;1;;;Observateur(s) : Anna G - Issu de la reprise QUADRILABO du 07/02/2019;;;2;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;03/02/2016;1;Epinephelus merra;Algues gazonnantes;2;1;10;500;Corail mort en place;Absence;20;2;;Nulle;Fort;Brise;Belle;NA;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2016_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - ACB mort;Epinephelus merra;Non qualifié;;;60002174;69957158|69957159|69957162|69957160|69957157|69957156|69957161|69959015|69959014;67309395|67309394|67309396|67309397|67309393;Zones marines;126;325;11:20:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,6;m;;;;;1;;;Observateur(s) : Anna G - Issu de la reprise QUADRILABO du 07/02/2019;;;2;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;13/02/2017;1;Epinephelus merra;Algues gazonnantes;1;1;10;100;Corail mort en place;Présence;20;2;;Nulle;Moyen;Calme;Belle;Faible;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2017_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - ACB mort;Epinephelus merra;Non qualifié;;;60002174;69957165|69957166|69957169|69957167|69957164|69957163|69957168|69959017|69959016;67309400|67309399|67309401|67309402|67309398;Zones marines;126;325;11:30:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,6;m;;;;;1;;;Observateur(s) : Tévamie RUNGASSAMY - Issu de la reprise QUADRILABO du 07/02/2019;;;5;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;13/02/2017;1;Epinephelus merra;;2;1;14;1200;Sable;Absence;20;2;;Nulle;Moyen;Calme;Belle;Faible;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2017_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69957165|69957166|69957169|69957167|69957164|69957163|69957168|69959017|69959016;67309405|67309404|67309406|67309407|67309403;Zones marines;126;325;11:30:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,6;m;;;;;1;;;Observateur(s) : Tévamie RUNGASSAMY - Issu de la reprise QUADRILABO du 07/02/2019;;;5;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;13/02/2017;1;Epinephelus merra;Algues gazonnantes;3;1;11;1400;Corail mort en place;Absence;20;2;;Nulle;Moyen;Calme;Belle;Faible;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2017_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - CM mort;Epinephelus merra;Non qualifié;;;60002174;69957165|69957166|69957169|69957167|69957164|69957163|69957168|69959017|69959016;67309410|67309409|67309411|67309412|67309408;Zones marines;126;325;11:30:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,6;m;;;;;1;;;Observateur(s) : Tévamie RUNGASSAMY - Issu de la reprise QUADRILABO du 07/02/2019;;;5;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;13/02/2017;1;Epinephelus merra;Algues gazonnantes;4;1;11;1450;Corail mort en place;Présence;20;2;;Nulle;Moyen;Calme;Belle;Faible;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2017_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - CM mort;Epinephelus merra;Non qualifié;;;60002174;69957165|69957166|69957169|69957167|69957164|69957163|69957168|69959017|69959016;67309415|67309414|67309416|67309417|67309413;Zones marines;126;325;11:30:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,6;m;;;;;1;;;Observateur(s) : Tévamie RUNGASSAMY - Issu de la reprise QUADRILABO du 07/02/2019;;;5;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;13/02/2017;1;Epinephelus merra;Algues gazonnantes;5;1;14;1610;Corail mort en place;Présence;20;2;;Nulle;Moyen;Calme;Belle;Faible;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;SH10-2017_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - CM mort;Epinephelus merra;Non qualifié;;;60002174;69957165|69957166|69957169|69957167|69957164|69957163|69957168|69959017|69959016;67309420|67309419|67309421|67309422|67309418;Zones marines;126;325;11:30:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,6;m;;;;;1;;;Observateur(s) : Tévamie RUNGASSAMY - Issu de la reprise QUADRILABO du 07/02/2019;;;5;07/02/2019;07/02/2019;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;31/01/2018;1;Epinephelus merra;Algues gazonnantes;1;1;12;16,3;NA;Présence;20;2;00 - 03 m;;Fort;Brise;Calme;Nul;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Tevamie RUNGASSAMY - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;;Résultat dupliqué le 2019-12-23 depuis l'observation null;Epinephelus merra;Non qualifié;;;60002174;71171560|71171559|71171558|71171555|71171556|71171554|71171557|71170453|71170452;69331934|69331935|69331936|69331932|69331933;Zones marines;126;325;11:21:00;;09/01/2020;28/07/2020;Non qualifié;;;1;;;10:47:00;;;;1;;;;;;;28/07/2020;28/07/2020;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;19/01/2019;1;Epinephelus merra;;1;1;15;195;Substrat dur colonisé;Présence;20;2;00 - 03 m;;Fort;Brise modérée;Belle;Moyen;NA;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Tevamie RUNGASSAMY - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;;CM mort;Epinephelus merra;Non qualifié;;;60002174;71465057|71465058|71465063|71465060|71465062|71465061|71465059|71465038|71465037;69588667|69588668|69588669|69588665|69588666;Zones marines;126;325;10:21:00;;04/08/2020;04/08/2020;Non qualifié;;;1;;;10:21:00;;;;1;;;;;;;04/08/2020;04/08/2020;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;28/01/2020;1;;;;;;;;;20;2;00 - 03 m;;Fort;Brise;Belle;Moyen;Descendante;NA;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Sully BLANCARD - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;;Résultat dupliqué le 2020-07-22 depuis l'observation null;;Non qualifié;;;;71456272|71456276|71456273|71456278|71456277|71456274|71456275|71455993|71455992;;Zones marines;126;325;11:20:00;Saisie MD - 1 E.tauvina de 20 cm, dans un ACB, dans un trou, à 100 cm;22/07/2020;22/07/2020;Non qualifié;;;1;;;11:20:00;;;;1;;;;;;;22/07/2020;22/07/2020;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
POPMER_LAREUNION_BELT_POISSON;L'Etang-Salé_SH10;26/01/2021;1;;;;;;;;;20;2;00 - 03 m;Non renseignée;Fort;Brise;Belle;NA;Montante;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010539;126-P-325;126 - Réunion;55,33212;55,33212;-21,26716;-21,26716;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Sully BLANCARD - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;SH10-2021_Belt_Poisson-ZAP;;;Résultat dupliqué le 2021-09-22 depuis l'observation null;;Non qualifié;;;;72845955|72845956|72845958|72845960|72845959|72845961|72845957|72845954|72845886|72845887;;Zones marines;126;325;;;05/01/2023;05/01/2023;Non qualifié;;;1;;;11:10:00;;;;1;;;;;;;05/01/2023;05/01/2023;Non qualifié;;;55,33212;55,33212;-21,26716;-21,26716;Non
