Programme;Station;Date;REPLICAT_Numero;Taxon;Groupe_taxons;MESURE_Numero_individu;REPLICAT_Abondance_poissons_Protocole_BELT_-_transects_aleatoires_-_suivi_cible;REPLICAT_Longueur_poisson_cm_Protocole_BELT_-_suivi_cible-Centimetre;REPLICAT_Translation_Suivi_Epinephelus_merra_POPMER-Centimetre;REPLICAT_Substrat_Suivis_Epinephelus_merra_POPMER;REPLICAT_Anfractuosite_suivis_Epinephelus_merra_-_POMER_Pothin_K_2007;REPLICAT_Longueur_transect_metre_ruban-Metre;REPLICAT_Largeur_obs-Metre;OBSERVATION_Profondeur-Metre;OBSERVATION_Pluies_<24h;OBSERVATION_Ensoleillement;OBSERVATION_Vent;OBSERVATION_Etat_de_la_mer;OBSERVATION_Courant;OBSERVATION_Maree;OBSERVATION_Visibilite;MESURE_Organisme_analyste;OBSERVATION_Campagne;OBSERVATION_Campagne_commentaires;STATION_Identifiant;STATION_Mnemonique;STATION_Entite_classement;OBSERVATION_Coordonnees_MINX;OBSERVATION_Coordonnees_MAXX;OBSERVATION_Coordonnees_MINY;OBSERVATION_Coordonnees_MAXY;REPLICAT_Moyen_acquisition;REPLICAT_Organisme_observateur;OBSERVATION_Observateurs;OBSERVATION_Mnemonique;REPLICAT_Taille;REPLICAT_Unite;MESURE_Commentaires;Taxon_saisi;MESURE_Niveau_qualite;MESURE_Date_Qualif;MESURE_Commentaire_Qualif;MESURE_Identifiant_interne_TAXON_NAME_ID;MESURE_Identifiants_interne_MEAS_ID;MESURE_Identifiants_interne_TAXON_MEAS_ID;STATION_Entite_classement_Type;STATION_Entite_classement_Identifiant;STATION_Entite_classement_Rang_lieu;OBSERVATION_Heure;OBSERVATION_Commentaire;OBSERVATION_Date_controle;OBSERVATION_Date_validation;OBSERVATION_Niveau_qualite;OBSERVATION_Date_qualification;OBSERVATION_Commentaire_qualification;OBSERVATION_Geometrie_heritee;OBSERVATION_Profondeur_precise;OBSERVATION_Profondeur_precise_Symbole_unite;REPLICAT_Heure;REPLICAT_Profondeur_precise;REPLICAT_Profondeur_precise_Min;REPLICAT_Profondeur_precise_Max;REPLICAT_Geometrie_heritee;REPLICAT_Profondeur_precise_Symbole_unite;REPLICAT_Profondeur_precise_Unite;REPLICAT_Commentaire;REPLICAT_Moyen_acquisition_Taille;REPLICAT_Moyen_acquisition_Taille_Symbole_unite;REPLICAT_Nombre_individu;REPLICAT_Date_controle;REPLICAT_Date_validation;REPLICAT_Niveau_qualite;REPLICAT_Date_qualification;REPLICAT_Commentaire_qualification;REPLICAT_Coordonnees_MINX;REPLICAT_Coordonnees_MAXX;REPLICAT_Coordonnees_MINY;REPLICAT_Coordonnees_MAXY;Moratoire
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;03/03/2017;1;Epinephelus merra;Algues calcaires récifs;1;1;15;200;NA;Présence;20;2;;Nulle;Moyen;Calme;Calme;Faible;NA;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;GP07-2017_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69952608|69952609|69952612|69952610|69952607|69952606|69952611|69957529|69957528;67302383|67302382|67302384|67302385|67302381;Zones marines;126;252;12:41:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : Tévamie RUNGASSAMY - Issu de la reprise QUADRILABO du 07/02/2019;;;4;07/02/2019;07/02/2019;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;03/03/2017;1;Epinephelus merra;Algues calcaires récifs;2;1;13;510;NA;Présence;20;2;;Nulle;Moyen;Calme;Calme;Faible;NA;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;GP07-2017_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69952608|69952609|69952612|69952610|69952607|69952606|69952611|69957529|69957528;67302388|67302387|67302389|67302390|67302386;Zones marines;126;252;12:41:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : Tévamie RUNGASSAMY - Issu de la reprise QUADRILABO du 07/02/2019;;;4;07/02/2019;07/02/2019;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;03/03/2017;1;Epinephelus merra;Algues gazonnantes;3;1;12;660;Corail mort en place;Absence;20;2;;Nulle;Moyen;Calme;Calme;Faible;NA;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;GP07-2017_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - ACD mort;Epinephelus merra;Non qualifié;;;60002174;69952608|69952609|69952612|69952610|69952607|69952606|69952611|69957529|69957528;67302393|67302392|67302394|67302395|67302391;Zones marines;126;252;12:41:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : Tévamie RUNGASSAMY - Issu de la reprise QUADRILABO du 07/02/2019;;;4;07/02/2019;07/02/2019;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;03/03/2017;1;Epinephelus merra;Algues gazonnantes;4;1;9;1400;Corail mort en place;Présence;20;2;;Nulle;Moyen;Calme;Calme;Faible;NA;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;GP07-2017_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - CS mort;Epinephelus merra;Non qualifié;;;60002174;69952608|69952609|69952612|69952610|69952607|69952606|69952611|69957529|69957528;67302398|67302397|67302399|67302400|67302396;Zones marines;126;252;12:41:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,7;m;;;;;1;;;Observateur(s) : Tévamie RUNGASSAMY - Issu de la reprise QUADRILABO du 07/02/2019;;;4;07/02/2019;07/02/2019;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;30/01/2018;1;;;;;;;;;20;2;;;Fort;Brise;Calme;Moyen;;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Tevamie RUNGASSAMY - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;;Résultat dupliqué le 2019-11-26 depuis l'observation null;;Non qualifié;;;;71171473|71171475|71171471|71171474|71171472|71170318|71170319;;Zones marines;126;252;10:46:00;;09/01/2020;09/01/2020;Non qualifié;;;1;;;10:46:00;;;;1;;;;;;;09/01/2020;09/01/2020;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;31/01/2019;1;Epinephelus merra;;1;1;15;200;NA;Présence;20;2;00 - 03 m;;Moyen;Calme;;Nul;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;;;Résultat dupliqué le 2020-04-30 depuis l'observation null - Pas d'indication sur le substrat dans fiche terrain;Epinephelus merra;Non qualifié;;;60002174;71414653|71414651|71414650|71414649|71414648|71414652|71414487|71414486;69527847|69527853|69527854|69527865|69527846;Zones marines;126;252;10:35:00;Saisie MD ordi perso - télétravail Covid 19 - Obs = Jérôme CLOTAGATIDE;19/05/2020;27/05/2020;Non qualifié;;;1;;;10:35:00;;;;1;;;;;;;27/05/2020;27/05/2020;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;31/01/2019;1;Epinephelus merra;;2;1;13;480;NA;Présence;20;2;00 - 03 m;;Moyen;Calme;;Nul;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;;;Résultat dupliqué le 2020-04-30 depuis l'observation null - Pas d'indication sur le substrat dans fiche terrain;Epinephelus merra;Non qualifié;;;60002174;71414653|71414651|71414650|71414649|71414648|71414652|71414487|71414486;69527857|69527858|69527859|69527855|69527856;Zones marines;126;252;10:35:00;Saisie MD ordi perso - télétravail Covid 19 - Obs = Jérôme CLOTAGATIDE;19/05/2020;27/05/2020;Non qualifié;;;1;;;10:35:00;;;;1;;;;;;;27/05/2020;27/05/2020;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;31/01/2019;1;Epinephelus merra;;3;1;12;1800;NA;Présence;20;2;00 - 03 m;;Moyen;Calme;;Nul;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;;;Résultat dupliqué le 2020-04-30 depuis l'observation null - Pas d'indication sur le substrat dans fiche terrain;Epinephelus merra;Non qualifié;;;60002174;71414653|71414651|71414650|71414649|71414648|71414652|71414487|71414486;69527862|69527863|69527864|69527860|69527861;Zones marines;126;252;10:35:00;Saisie MD ordi perso - télétravail Covid 19 - Obs = Jérôme CLOTAGATIDE;19/05/2020;27/05/2020;Non qualifié;;;1;;;10:35:00;;;;1;;;;;;;27/05/2020;27/05/2020;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;31/01/2019;1;Epinephelus merra;;4;1;15;2000;NA;Présence;20;2;00 - 03 m;;Moyen;Calme;;Nul;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;;;Résultat dupliqué le 2020-04-30 depuis l'observation null - Pas d'indication sur le substrat dans fiche terrain;Epinephelus merra;Non qualifié;;;60002174;71414653|71414651|71414650|71414649|71414648|71414652|71414487|71414486;69527850|69527851|69527852|69527848|69527849;Zones marines;126;252;10:35:00;Saisie MD ordi perso - télétravail Covid 19 - Obs = Jérôme CLOTAGATIDE;19/05/2020;27/05/2020;Non qualifié;;;1;;;10:35:00;;;;1;;;;;;;27/05/2020;27/05/2020;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;11/12/2019;1;;;;;;;;;20;2;00 - 03 m;;Fort;Brise;Agitée;Faible;;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Tevamie RUNGASSAMY - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;;Résultat dupliqué le 2020-07-22 depuis l'observation null;;Non qualifié;;;;71455560|71455559|71455558|71455557|71455556|71455561|71455482|71455481;;Zones marines;126;252;11:43:00;Saisie MD - Milieu brassé;22/07/2020;22/07/2020;Non qualifié;;;1;;;11:43:00;;;;1;;;;;;;22/07/2020;22/07/2020;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;23/11/2020;1;Epinephelus merra;Algues calcaires récifs;1;1;13;2000;Substrat dur colonisé;Absence;20;2;00 - 03 m;;Moyen;Brise;Belle;Fort;;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Tevamie RUNGASSAMY - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;GP07-2021_Belt_Poisson-ZAP;;;Résultat dupliqué le 2021-08-23 depuis l'observation null;Epinephelus merra;Non qualifié;;;60002174;72121015|72121016|72121017|72121014|72121013|72121012|72120986|72120987;70241344|70241346|70241342|70241340|70241339;Zones marines;126;252;11:27:00;Saisie MD;09/08/2023;09/08/2023;Non qualifié;;;1;;;11:27:00;;;;1;;;;;;;09/08/2023;09/08/2023;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;23/11/2020;1;Epinephelus merra;Algues calcaires récifs;2;1;12;1300;Substrat dur colonisé;Absence;20;2;00 - 03 m;;Moyen;Brise;Belle;Fort;;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Tevamie RUNGASSAMY - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;GP07-2021_Belt_Poisson-ZAP;;;Résultat dupliqué le 2021-08-23 depuis l'observation null;Epinephelus merra;Non qualifié;;;60002174;72121015|72121016|72121017|72121014|72121013|72121012|72120986|72120987;70241345|70241341|70241343|70241338|70241337;Zones marines;126;252;11:27:00;Saisie MD;09/08/2023;09/08/2023;Non qualifié;;;1;;;11:27:00;;;;1;;;;;;;09/08/2023;09/08/2023;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;09/12/2021;1;Epinephelus merra;;1;1;13;700;Substrat dur colonisé;Présence;20;2;00 - 03 m;Nulle;Fort;Brise;Belle;Faible;Descendante;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;GP07-2022_Belt_Poisson-ZAP;;;Résultat dupliqué le 2022-11-18 depuis l'observation GP05-2022_Belt_Poisson - ACD;Epinephelus merra;Non qualifié;;;60002174;72845988|72845989|72845986|72845990|72845992|72845991|72845987|72845993|72845894|72845895;72138399|72138398|72138392|72138394|72138395;Zones marines;126;252;;Obs : Jérôme Clotagatide;05/01/2023;05/01/2023;Non qualifié;;;1;0,8;m;11:07:00;;;;1;;;;;;;05/01/2023;05/01/2023;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;09/12/2021;1;Epinephelus tauvina;;2;1;30;2000;Substrat dur colonisé;Absence;20;2;00 - 03 m;Nulle;Fort;Brise;Belle;Faible;Descendante;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;GP07-2022_Belt_Poisson-ZAP;;;Résultat dupliqué le 2022-11-18 depuis l'observation GP05-2022_Belt_Poisson - CM;Epinephelus tauvina;Non qualifié;;;60002175;72845988|72845989|72845986|72845990|72845992|72845991|72845987|72845993|72845894|72845895;72138396|72138397|72138401|72138393|72138400;Zones marines;126;252;;Obs : Jérôme Clotagatide;05/01/2023;05/01/2023;Non qualifié;;;1;0,8;m;11:07:00;;;;1;;;;;;;05/01/2023;05/01/2023;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;25/11/2022;1;Epinephelus merra;Algues gazonnantes;1;1;6;1500;Corail mort en place;Présence;20;2;00 - 03 m;Nulle;Fort;Brise;Calme;Faible;Montante;Moyenne;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Tevamie RUNGASSAMY - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;GP07-2023_Belt_Poisson-ZAP;;;Résultat dupliqué le 2023-09-07 depuis l'observation GP10-2022_Belt_Poisson-ZIP - CS mort;Epinephelus merra;Non qualifié;;;60002174;73165794|73165790|73165788|73165793|73165791|73165787|73165792|73165789|73165753|73165754;72513533|72513519|72513520|72513521|72513530;Zones marines;126;252;;prof 0.3 - 0.6 m - hab faible;07/09/2023;07/09/2023;Non qualifié;;;1;;;11:54:00;;;;1;;;;;;;07/09/2023;07/09/2023;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;25/11/2022;1;Epinephelus merra;Algues gazonnantes;2;1;11;1800;Corail mort en place;Présence;20;2;00 - 03 m;Nulle;Fort;Brise;Calme;Faible;Montante;Moyenne;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Tevamie RUNGASSAMY - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;GP07-2023_Belt_Poisson-ZAP;;;Résultat dupliqué le 2023-09-07 depuis l'observation GP10-2022_Belt_Poisson-ZIP - CS mort;Epinephelus merra;Non qualifié;;;60002174;73165794|73165790|73165788|73165793|73165791|73165787|73165792|73165789|73165753|73165754;72513531|72513532|72513534|72513524|72513525;Zones marines;126;252;;prof 0.3 - 0.6 m - hab faible;07/09/2023;07/09/2023;Non qualifié;;;1;;;11:54:00;;;;1;;;;;;;07/09/2023;07/09/2023;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;25/11/2022;1;Epinephelus merra;Algues gazonnantes;3;1;12;1500;Corail mort en place;Présence;20;2;00 - 03 m;Nulle;Fort;Brise;Calme;Faible;Montante;Moyenne;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Tevamie RUNGASSAMY - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;GP07-2023_Belt_Poisson-ZAP;;;Résultat dupliqué le 2023-09-07 depuis l'observation GP10-2022_Belt_Poisson-ZIP - CM mort;Epinephelus merra;Non qualifié;;;60002174;73165794|73165790|73165788|73165793|73165791|73165787|73165792|73165789|73165753|73165754;72513522|72513523|72513526|72513527|72513528;Zones marines;126;252;;prof 0.3 - 0.6 m - hab faible;07/09/2023;07/09/2023;Non qualifié;;;1;;;11:54:00;;;;1;;;;;;;07/09/2023;07/09/2023;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP07;25/11/2022;1;Epinephelus merra;;4;1;13;2000;Sable;Absence;20;2;00 - 03 m;Nulle;Fort;Brise;Calme;Faible;Montante;Moyenne;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010466;126-P-252;126 - Réunion;55,21927;55,21927;-21,07228;-21,07228;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;Tevamie RUNGASSAMY - GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;GP07-2023_Belt_Poisson-ZAP;;;Résultat dupliqué le 2023-09-07 depuis l'observation GP10-2022_Belt_Poisson-ZIP;Epinephelus merra;Non qualifié;;;60002174;73165794|73165790|73165788|73165793|73165791|73165787|73165792|73165789|73165753|73165754;72513529|72513517|72513518|72513536|72513535;Zones marines;126;252;;prof 0.3 - 0.6 m - hab faible;07/09/2023;07/09/2023;Non qualifié;;;1;;;11:54:00;;;;1;;;;;;;07/09/2023;07/09/2023;Non qualifié;;;55,21927;55,21927;-21,07228;-21,07228;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP10;28/12/2007;1;;;1;0;;;;;20;2;;Nulle;Moyen;Calme;Agitée;Moyen;Montante;de 11 à 18 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010469;126-P-255;126 - Réunion;55,21956;55,21956;-21,07403;-21,07403;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;GP10-2008_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;;Non qualifié;;;;69952755|69952756|69952759|69952757|69952754|69952753|69952758|69957580|69957579|69957578;;Zones marines;126;255;13:35:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;0,5;m;;;;;1;;;Observateur non identifié - Issu de la reprise QUADRILABO du 07/02/2019;;;1;07/02/2019;07/02/2019;Non qualifié;;;55,21956;55,21956;-21,07403;-21,07403;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP10;06/01/2009;1;Epinephelus merra;Algues gazonnantes;1;1;11;930;Corail mort en place;Présence;20;2;;Non renseignée;Non renseigné;NA;NA;NA;Descendante;NA;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010469;126-P-255;126 - Réunion;55,21956;55,21956;-21,07403;-21,07403;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;GP10-2009_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - CS mort;Epinephelus merra;Non qualifié;;;60002174;69952762|69952763|69952766|69952764|69952761|69952760|69952765|69957582|69957581;67302533|67302532|67302534|67302535|67302531;Zones marines;126;255;12:05:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;;;;;;;1;;;Observateur non identifié - Issu de la reprise QUADRILABO du 07/02/2019;;;3;07/02/2019;07/02/2019;Non qualifié;;;55,21956;55,21956;-21,07403;-21,07403;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP10;06/01/2009;1;Epinephelus merra;Acropore digité;2;1;15;1060;Substrat dur colonisé;Présence;20;2;;Non renseignée;Non renseigné;NA;NA;NA;Descendante;NA;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010469;126-P-255;126 - Réunion;55,21956;55,21956;-21,07403;-21,07403;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;GP10-2009_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69952762|69952763|69952766|69952764|69952761|69952760|69952765|69957582|69957581;67302538|67302537|67302539|67302540|67302536;Zones marines;126;255;12:05:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;;;;;;;1;;;Observateur non identifié - Issu de la reprise QUADRILABO du 07/02/2019;;;3;07/02/2019;07/02/2019;Non qualifié;;;55,21956;55,21956;-21,07403;-21,07403;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP10;06/01/2009;1;Epinephelus merra;Algues gazonnantes;3;1;12;1680;Corail mort en place;Présence;20;2;;Non renseignée;Non renseigné;NA;NA;NA;Descendante;NA;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010469;126-P-255;126 - Réunion;55,21956;55,21956;-21,07403;-21,07403;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;GP10-2009_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019 - CS mort;Epinephelus merra;Non qualifié;;;60002174;69952762|69952763|69952766|69952764|69952761|69952760|69952765|69957582|69957581;67302543|67302542|67302544|67302545|67302541;Zones marines;126;255;12:05:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;;;;;;;1;;;Observateur non identifié - Issu de la reprise QUADRILABO du 07/02/2019;;;3;07/02/2019;07/02/2019;Non qualifié;;;55,21956;55,21956;-21,07403;-21,07403;Non
POPMER_LAREUNION_BELT_POISSON;L'Ermitage_GP10;18/01/2010;1;Epinephelus merra;Acropore branchu;1;1;10;150;Substrat dur colonisé;Présence;20;2;;Nulle;Moyen;Calme;Agitée;Moyen;Montante;de 2 à 10 m;GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;;60010469;126-P-255;126 - Réunion;55,21956;55,21956;-21,07403;-21,07403;Transect (toute longueur, toute largeur);GIPRNMR - Groupement d'Intérêt Public - Réserve Nationale Marine de la Réunion;;GP10-2010_Belt_Poisson;;;Issu de la reprise QUADRILABO du 07/02/2019;Epinephelus merra;Non qualifié;;;60002174;69952769|69952770|69952773|69952771|69952768|69952767|69952772|69957584|69957583;67302548|67302547|67302549|67302550|67302546;Zones marines;126;255;13:15:00;Issu de la reprise QUADRILABO du 07/02/2019;07/02/2019;07/02/2019;Non qualifié;;;1;1;m;;;;;1;;;Observateur non identifié - Issu de la reprise QUADRILABO du 07/02/2019;;;1;07/02/2019;07/02/2019;Non qualifié;;;55,21956;55,21956;-21,07403;-21,07403;Non
